"SITECODE";"NAZEV";"HABITAT_CODE";"ROZLOHA";"TYPICKE_DRUHY";"REPRE";"REPRE_SDF";"KVALITA_ORIG";"KVALITA";"MINIMIAREAL";"MOZAIKA";"CELISTVOST";"KONEKTIVITA";"RED_LIST";"INVASIVE";"EXPANSIVE";"MRTVE_DREVO";"KALAMITA_POLOM";"RED_LIST_SPECIES";"INVASIVE_LIST";"EXPANSIVE_LIST";"RELATIVE_AREA_PERC";"EVL_AREA_PERC";"W_AREA_HA";"W_AREA_PERC";"VYPLNENOST_TD";"VYPLNENOST_KVALITA";"VYPLNENOST_MD";"PERC_SPAT";"PERC_0";"PERC_1";"PERC_2";"DATE_MIN";"DATE_MAX";"DATE_MEAN";"DATE_MEDIAN"
"CZ0214007";"K·ran˝ - Hrb·Ëkovy t˘nÏ";"7230";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0214008";"L·nsk· obora";"9130";337,80186336976;3,4146884876343;6,48342859678105;3,95620351319186;8,37659613116364;6,12184275935762;8,445046584244;10;3,64679292985483;9,63173192868762;1,33048099698;9,9955784169931;9,99462451532199;4,52584186799491;0;"Nymphaea candida, Potamogeton acutifolius, Myriophyllum verticillatum, Carex cespitosa, Epilobium palustre";"Quercus rubra";"Calamagrostis epigejos";0,256675244184047;11,2619211745945;0;0;0,926773059549607;1;0,926773059549607;99,9357890858169;0;0,134148795173469;99,8658512048265;2009-07-11;2015-07-20;2014-04-07;2014-07-24
"CZ0214008";"L·nsk· obora";"9110";249,232675389422;3,38720112003415;7,56350491834811;4,2701111510053;8,74545799429804;5,94781140226641;6,23081688473554;10;5,29076690355685;9,64831235513051;0,271590387700488;10;10;5,35786919624374;0;"Carex cespitosa";"NA";"NA";0,181087295300088;8,30912747599791;0;0;0,925959004975999;1;0,925959004975999;99,9334697177421;0;0;100;2013-08-01;2015-12-14;2014-06-06;2014-07-08
"CZ0214008";"L·nsk· obora";"9170";565,506706818719;1,79775142886446;6,58182790663568;3,52614717535367;7,06039504334805;4,97363098925357;10;10;4,71655225641622;9,87979089928438;1,80148630141745;9,92792234511792;9,98789454635282;4,16024244220906;0;"Epilobium obscurum, Carduus nutans, Epipactis purpurata, Neottia nidus-avis, Phyteuma orbiculare, Dactylorhiza majalis, Potentilla arenaria";"Galinsoga quadriradiata";"Rubus sp., Urtica dioica";0,340080605974066;18,853335776084;0;0;0,848982137112638;1;0,848982137112638;99,4673282817681;0;0,288556363070435;99,7114436369296;2011-09-29;2015-07-20;2014-03-18;2014-05-02
"CZ0214008";"L·nsk· obora";"9180";269,798209482534;3,1808366481201;7,70670315159304;4,21497465905354;9,291527311279;6,83479928600273;10;10;7,15490965173997;9,90857012786788;0,540299009356929;10;10;6,17631130702493;0,14082625827005;"Batrachium circinatum, Crepis mollis subsp. hieracioides";"NA";"NA";1,5225535999904;8,99475845967471;0;0;0,972976802564634;1;0,972976802564634;99,860237840642;0;0;100;2013-08-01;2015-07-20;2014-05-06;2014-07-07
"CZ0214008";"L·nsk· obora";"8230";5,16642332865476;3,93135984864335;6,41358286445752;4,2323321099475;7,99288909635926;6,20009326214837;8,61070554775794;10;7,77496493247971;9,06282980981599;0,811203662205085;9,74329201537876;9,2370383510836;NA;NA;"Centaurea triumfettii subsp. axillaris, Geranium sanguineum";"Arrhenatherum elatius";"Urtica dioica";6,13240528273409;0,172242543902748;0;0;1;1;0;37,134170905923;0;0;100;2013-08-03;2014-07-24;2014-04-03;2014-05-06
"CZ0214008";"L·nsk· obora";"9190";91,6996679473685;1,7321909082022;4,49711430926651;2,68954122052339;3,58579721914024;3,46749141841163;10;10;7,74546297049354;8,61047928770932;0,583740025770545;9,95017469137382;9,91587802621841;1,2676840214132;0;"Parnassia palustris, Epilobium palustre";"Quercus rubra";"Urtica dioica";0,971492953350021;3,05716025914676;0;0;0,561140865192377;1;0,561140865192377;97,6160580782053;0;0;100;2013-08-03;2015-12-14;2014-08-21;2014-07-29
"CZ0214009";"LibickÈ luhy";"6510";121,388158874057;4,43808636372123;6,71230786247425;4,67674852362229;5,74614912864161;4,80702143058583;10;10;7,78168843984878;9,7895585970633;3,99733500309603;9,63863360230298;9,63067359759968;NA;NA;"Armeria vulgaris, Lathyrus palustris, Utricularia vulgaris, Carex pseudocyperus, Hydrocharis morsus-ranae, Myriophyllum verticillatum, Carex riparia, Malva alcea, Hottonia palustris, Senecio erraticus, Eleocharis uniglumis, Stellaria palustris, Verbena officinalis, Inula salicina";"Cirsium arvense";"Urtica dioica, Filipendula ulmaria, Prunus spinosa";0,069281833956222;8,20891811214631;0;0;0,904597603961331;1;0;100;0;0;100;2014-06-03;2016-05-25;2015-07-09;2015-06-04
"CZ0214009";"LibickÈ luhy";"6440";13,5084067007044;2,87238818993709;5,82422293707498;3,85633310564972;3,53129873190864;3,114743128805;4,50280223356815;10;9,28467146422637;7,15415905626888;3,72450431345521;9,44869087565852;9,44869087565852;NA;NA;"Stellaria palustris, Lathyrus palustris, Allium angulosum, Thalictrum lucidum, Cnidium dubium, Pseudolysimachion maritimum, Galium wirtgenii, Symphytum bohemicum, Thalictrum flavum, Eleocharis uniglumis, Carex disticha";"Cirsium arvense";"Calamagrostis epigejos, Filipendula ulmaria";1,10031045107846;0,913510884918366;0;0;1;1;0;100;0;0;100;2014-06-20;2015-09-06;2015-04-07;2015-06-06
"CZ0214009";"LibickÈ luhy";"3150";24,6113114097187;5,36456304632667;10;6,90970869755111;7,64794487152986;6,10202401313283;10;10;9,71290481221482;9,2558458295303;4,51120071914057;10;10;NA;NA;"Nymphaea alba, Carex riparia, Hydrocharis morsus-ranae, Nymphaea candida, Carex pseudocyperus, Ranunculus lingua, Najas marina, Myriophyllum verticillatum, Berula erecta, Chenopodium bonus-henricus, Leersia oryzoides, Potamogeton nodosus, Hottonia palustris, Wolffia arrhiza";"NA";"NA";0,383693953294325;1,66434882832785;0;0;1;1;0;100;0;0;100;2014-06-03;2016-07-19;2015-04-14;2015-05-27
"CZ0214009";"LibickÈ luhy";"91F0";791,738229739627;8,33455480846633;8,68312342705022;8,26675846124409;8,78690518666651;7,29544645007241;10;10;7,5527049944963;9,9480472851384;10;8,80473628865326;9,72501308132808;4,56478735484523;0,0773164837133646;"Epipactis purpurata, Hottonia palustris, Epipactis albensis, Carex riparia, Carex pseudocyperus, Quercus cerris, Cnidium dubium, Allium angulosum, Stellaria palustris, Lathyrus palustris, Viola stagnina, Carex curvata, Butomus umbellatus, Hydrocharis morsus-ranae, Gagea minima, Najas marina, Ophioglossum vulgatum, Populus nigra, Cucubalus baccifer, Iris sibirica, Thalictrum lucidum, Veronica hederifolia, Berula erecta, Gagea villosa, Silaum silaus, Senecio erraticus, Lysimachia thyrsiflora, Symphytum bohemicum, Plantago arenaria, Potentilla alba, Nymphaea candida, Scrophularia umbrosa, Ribes nigrum, Sium latifolium, Cardamine dentata, Eleocharis uniglumis, Epilobium palustre, Galium wirtgenii, Corynephorus canescens, Vicia lathyroides, Carex disticha, Thalictrum flavum, Pseudolysimachion maritimum, Festuca psammophila, Cerastium pumilum, Festuca heteromalla, Clematis recta, Vicia pisiformis, Nymphaea alba, Armeria vulgaris, Dryopteris expansa, Serratula tinctoria, Petrorhagia prolifera, Myriophyllum verticillatum, Veronica catenata, Batrachium aquatile, Cyperus fuscus, Armeria vulgaris subsp. vulgaris, Malus sylvestris, Cephalanthera damasonium, Galanthus nivalis, Spiraea salicifolia, Ranunculus lingua, Libanotis pyrenaica";"Impatiens glandulifera, Galega officinalis, Lonicera caprifolium, Setaria faberi, Elodea canadensis, Impatiens parviflora, Populus ◊ canadensis, Galeobdolon argentatum";"Rubus caesius, Sambucus nigra, Urtica dioica, Rosa sp., Rubus fruticosus agg., Crataegus sp., Hedera helix, Prunus spinosa";3,24898566732025;53,5415839112566;0;0;0,933296439895901;1;0,933296439895901;100;0;0;100;2014-06-03;2017-04-25;2015-08-28;2015-07-08
"CZ0214009";"LibickÈ luhy";"6430";1,15204740234817;0,115422518400126;0,230845036800253;0,153896691200169;0;0;0,576023701174084;NA;NA;NA;3,42210544425531;0,231055812187295;0,231055812187295;NA;NA;"Senecio sarracenicus, Nymphaea candida, Potamogeton nodosus, Butomus umbellatus, Najas marina, Libanotis pyrenaica, Cucubalus baccifer, Verbena officinalis";"Arrhenatherum elatius, Cirsium arvense, Solidago canadensis";"Calamagrostis epigejos, Filipendula ulmaria, Rosa sp., Rubus fruticosus agg., Urtica dioica";0,0127701321515568;0,077907621920511;0;0;0,0230845036800253;1;0;99,9087772841347;0;0;100;2015-06-18;2016-08-26;2016-03-31;2016-08-18
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"9130";352,99299174144;3,70994503571838;6,81711019925714;4,83477717784695;7,47384971122777;5,89292817003333;8,824824793536;10;2,61747792074002;9,93737601929571;3,44962103263169;10;9,99022692248145;4,92234557456772;0;"Bromus ramosus, Anthemis tinctoria, Aster linosyris, Anthericum liliago, Arenaria leptoclados, Filago vulgaris, Stipa pennata, Neottia nidus-avis, Cotoneaster integerrimus, Potentilla arenaria, Galeopsis ladanum, Carduus nutans, Pulsatilla pratensis subsp. bohemica";"NA";"Rubus sp.";0,268218065604082;26,3187899040676;0;0;0,830986927660816;1;0,816541629713319;99,7334577313409;0;100;0;2007-05-27;2007-09-15;2007-07-24;2007-07-21
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"9110";77,5281220618981;4,0534767199933;7,09549516005219;4,97160238920033;7,21734765425726;6,44204383721624;1,93820305154745;10;0;9,76786526945978;0;10;10;5,04770926743062;0;"NA";"NA";"NA";0,0563303263183606;5,78041605341158;0;0;0,84301870057922;1;0,84301870057922;100;0;100;0;2007-05-27;2007-09-16;2007-07-29;2007-08-24
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"9170";230,692895097842;4,44642751528809;8,13400327288092;5,22544318379495;7,8770463149764;6,69029638162705;7,68976316992805;10;0;9,88511881488224;9,57519686431261;9,99527854942356;9,99527854942356;5,97239657813821;0;"Cotoneaster integerrimus, Taxus baccata, Botrychium matricariifolium, Geranium divaricatum, Potentilla arenaria, Sorbus aria, Pulsatilla pratensis subsp. bohemica, Stipa pennata, Galeopsis ladanum, Asperula tinctoria, Artemisia scoparia, Betula oycoviensis, Aurinia saxatilis subsp. arduini, Woodsia ilvensis, Medicago minima, Hieracium cymosum, Filago arvensis, Dictamnus albus, Anthemis tinctoria, Lappula squarrosa, Teucrium botrys, Hieracium schmidtii, Galium mollugo, Aster linosyris, Carduus nutans, Rubus canescens, Rosa elliptica, Galium glaucum, Veronica hederifolia, Anthericum liliago, Vicia pisiformis, Jovibarba globifera, Pyrus pyraster, Vicia lathyroides, Sorbus collina";"Impatiens parviflora";"Urtica dioica";0,13873253599437;17,2002220454521;0;0;0,967285469895285;1;0,951729946619984;97,0136562413449;0;100;0;2007-05-27;2007-09-15;2007-07-18;2007-07-19
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"6510";12,4039032730426;1,938769997509;3,15607466902135;2,10404977934757;3,37330398927121;2,40325456512045;4,13463442434753;10;9,23632860145672;9,26828560906454;2,72843116911955;10;10;NA;NA;"Potentilla alba, Orchis ustulata, Peucedanum oreoselinum, Ononis arvensis, Orchis morio, Cirsium acaule, Galium tricornutum, Orchis ustulata subsp. aestivalis";"NA";"NA";0,00707948102140329;0,924822112255153;0;0;0,391300861639382;1;0;100;0;99,6050412896465;0,394958710353527;2007-05-29;2014-06-05;2007-12-27;2007-08-23
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"8220";13,1574788976304;6,50954059445889;10;7,67302706297259;10;9,915988159182;10;10;6,35797635030288;9,62438839919499;2,47270783315107;8,47064175152491;8,10857230377724;NA;NA;"Cotoneaster integerrimus, Saxifraga rosacea subsp. sponhemica, Woodsia ilvensis, Aurinia saxatilis subsp. arduini, Jovibarba globifera, Potentilla arenaria";"Impatiens parviflora";"Rubus sp., Urtica dioica";0,193243502250069;0,981007926150516;0;0;1;1;0;12,4758919344907;0;100;0;2007-05-29;2007-09-17;2007-08-03;2007-08-19
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"40A0";1,19586903074033;6,32829061592779;10;7,55219374395186;10;10;5,97934515370166;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"NA";"NA";2,42438757259849;0,0891627497122937;0;0;1;1;0;0;0;100;0;2007-06-09;2007-08-21;2007-07-03;2007-06-09
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"9180";217,224816473011;6,20665095413078;9,87462574023406;7,39511554294445;9,98665374718317;9,47240531932573;10;10;8,38205901082917;9,90243306458619;10;8,95687605137485;8,95687605137485;7,24690587587647;0,761610273786065;"Sorbus aria, Taxus baccata, Antennaria dioica, Melica picta, Bromus ramosus, Galium mollugo, Carduus nutans, Anthericum liliago, Rosa elliptica, Potentilla arenaria, Filago vulgaris, Geranium sanguineum, Stipa pennata, Hieracium schmidtii, Arenaria leptoclados, Hieracium cymosum, Aurinia saxatilis subsp. arduini, Juniperus communis, Cirsium acaule, Pulsatilla pratensis subsp. bohemica, Lactuca perennis, Jovibarba globifera, Cotoneaster integerrimus, Galium glaucum, Galeopsis ladanum, Aethusa cynapioides, Aster linosyris, Orthantha lutea, Anthemis tinctoria, Cerastium pumilum, Epilobium obscurum, Potentilla alba, Veronica praecox, Veronica hederifolia, Orchis morio, Artemisia scoparia, Rosa gallica, Inula hirta, Teucrium botrys, Peucedanum oreoselinum, Vicia lathyroides, Orchis ustulata, Filago arvensis, Cerastium brachypetalum, Botrychium lunaria, Medicago minima, Torilis arvensis, Sorbus collina";"Impatiens parviflora";"Rubus idaeus, Sambucus nigra, Urtica dioica, Prunus spinosa, Rosa sp., Crataegus sp., Ligustrum vulgare, Rosa canina, Rubus mollis";1,22586590534675;16,196056127059;0;0;1;1;1;99,3449361071951;0;100;0;2007-05-20;2007-09-21;2007-07-21;2007-07-20
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"6190";1,19560013815165;4,44299776540857;6,78713925234821;4,52475950156547;8,88599553081713;7,48675801183785;2,39120027630329;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"NA";"NA";0,368355189408578;0,0891427013608703;0;0;1;1;0;0;0;100;0;2007-07-19;2007-08-21;2007-07-30;2007-07-21
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"91E0";17,5231987693017;4,97257455486957;9,99684110273883;6,64767922227535;9,92835737756622;6,81116298712141;2,19039984616272;10;7,27328573211613;9,76976335040725;4,97163881592674;1,9414623674294;1,88694163271038;4,96826114745926;0;"Taxus baccata, Lappula squarrosa, Epilobium obscurum, Cotoneaster integerrimus, Medicago minima, Artemisia scoparia, Potentilla arenaria, Lactuca perennis, Geranium sanguineum, Anthemis tinctoria, Carduus nutans, Festuca heteromalla, Stipa pennata, Teucrium botrys, Sorbus collina";"Impatiens parviflora";"Calamagrostis epigejos, Rubus fruticosus agg., Urtica dioica";0,0195147997685657;1,30651145389957;0;0;0,999788855708691;1;0,999788855708691;99,4603729002668;0;92,9390074931775;7,06099250682249;2007-07-19;2014-06-05;2008-11-14;2007-08-27
"CZ0214011";"T˝¯ov - Oupo¯sk˝ potok";"8150";5,5993350223033;8,53250302303696;10;9,02166868202464;10;9,86714937349539;10;10;8,06684306209034;9,62241218538968;0;8,06684306209034;8,06684306209034;NA;NA;"NA";"Impatiens parviflora";"Urtica dioica, Rosa pendulina";6,57356008754435;0,417480588856653;0;0;1;1;0;19,6304680750266;0;100;0;2007-05-29;2007-09-01;2007-08-03;2007-08-05
"CZ0214012";"P¯ÌhrazskÈ sk·ly";"8310";0,00992635959463528;0;10;10;10;10;10;10;10;10;0;10;10;NA;NA;"NA";"NA";"NA";0,560507483497688;0,00191145527897381;0;0;0;1;0;100;0;100;0;2011-07-20;2011-07-20;2011-07-20;2011-07-20
"CZ0214013";"Koko¯Ìnsko";"6410";2,1735572382058;5;6,20034710231779;4,13356473487852;10;7,09767878423575;0,724519079401935;10;0;9,97428249466679;7,61011728743305;10;8,70696364729275;NA;NA;"Taraxacum bavaricum, Tetragonolobus maritimus, Centaurium pulchellum, Allium carinatum, Polygala amarella, Inula salicina, Taraxacum paucilobum, Dactylorhiza majalis, Carex davalliana, Gymnadenia densiflora, Galium wirtgenii, Dactylorhiza incarnata, Juncus subnodulosus, Epipactis palustris, Carex lepidocarpa, Eleocharis quinqueflora, Orchis militaris, Dactylorhiza incarnata subsp. incarnata, Dactylorhiza majalis subsp. majalis";"NA";"Cirsium oleraceum, Prunus spinosa";0,0291471752893012;0,0224546111241302;0;0;1;1;0;100;0;100;0;2012-06-13;2012-09-09;2012-07-27;2012-07-27
"CZ0214013";"Koko¯Ìnsko";"9110";1665,64280537545;1,66900117965393;6,10409658561437;3,11387529126798;4,74683375806072;3,96684985123461;10;10;0,673032172724545;9,96284010011936;6,26013828915069;9,97221188397582;9,98088414749042;4,91560254874886;0,0196259023237662;"Trichomanes speciosum, Cephalanthera damasonium, Batrachium circinatum, Carex cespitosa, Scrophularia umbrosa subsp. umbrosa, Thelypteris palustris, Carex riparia, Dactylorhiza majalis, Carex disticha, Peucedanum oreoselinum, Cicuta virosa, Potamogeton alpinus, Berula erecta, Potamogeton obtusifolius, Dactylorhiza majalis subsp. majalis, Myriophyllum verticillatum, Bromus ramosus, Galium mollugo, Menyanthes trifoliata, Orthilia secunda, Neottia nidus-avis, Pyrola chlorantha, Epilobium palustre, Dictamnus albus, Geranium sanguineum, Pinguicula vulgaris subsp. bohemica";"Impatiens parviflora, Robinia pseudacacia, Quercus rubra, Pinus nigra";"Rubus fruticosus agg., Calamagrostis epigejos, Hedera helix, Urtica dioica";1,21022153331301;17,2074426240021;0;0;0,707676338441425;1;0,919122209695576;98,4860535265043;0;20,4695402328852;79,5304597671148;2008-05-24;2020-10-08;2015-07-28;2016-08-13
"CZ0214013";"Koko¯Ìnsko";"6510";113,905073467313;2,04184588486701;3,16241284861628;2,10827523241085;2,00052647871728;1,84189098675979;10;10;0;9,81616210286578;0,574165412702598;9,78086232967852;9,96334316968389;NA;NA;"Peucedanum oreoselinum, Menyanthes trifoliata";"Cirsium arvense, Cytisus scoparius, Solidago canadensis, Acer negundo";"Urtica dioica, Calamagrostis epigejos";0,0650108911769665;1,17673189590594;0;0;0,421603589086364;1;0;98,7638261862512;0;24,8995950964987;75,1004049035013;2008-05-10;2020-09-22;2014-09-26;2015-08-07
"CZ0214013";"Koko¯Ìnsko";"8220";436,506394755693;4,26095845520046;9,99457515897376;6,1721640231249;9,87817703511996;7,83180463144144;10;10;9,59729289534689;9,94880620396866;6,90492879934143;9,85196713292572;9,98749773507279;NA;NA;"Peucedanum oreoselinum, Carex humilis, Corynephorus canescens, Geranium sanguineum, Trichomanes speciosum, Inula hirta, Spergula morisonii, Juniperus communis, Platanthera bifolia, Stipa pennata, Stipa capillata, Antennaria dioica, Aster linosyris, Galium mollugo, Carex disticha, Dactylorhiza majalis subsp. majalis, Epilobium obscurum, Prunella grandiflora, Anthemis tinctoria, Berula erecta, Pulsatilla pratensis subsp. bohemica, Polypodium interjectum, Iris aphylla, Prunus fruticosa, Aira praecox, Anemone sylvestris";"Impatiens parviflora, Robinia pseudacacia, Solidago canadensis";"Sambucus nigra, Hedera helix, Rubus fruticosus agg., Rubus idaeus";6,41095647072122;4,50946548595427;0;0;0,999457515897376;1;0;79,657141928604;0;3,2014883375692;96,7985116624308;2008-05-10;2020-10-08;2015-05-31;2015-08-13
"CZ0214013";"Koko¯Ìnsko";"8310";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CZ0214013";"Koko¯Ìnsko";"8230";0,0423483808504693;0,588690896601615;8,59246338846157;3,33333333333333;8,82261820679677;6,27420606893226;0,0705806347507821;10;0;8,99522311997841;0;10;10;NA;NA;"NA";"NA";"NA";0,0502663869997414;0,000437493159609083;0;0;1;1;0;100;0;14,0753661153843;85,9246338846157;2012-04-27;2018-09-07;2014-06-21;2012-05-30
"CZ0214013";"Koko¯Ìnsko";"6210";6,22560976591177;4,03379226160924;5,87097112730332;3,50129891945201;6,85551812973767;6,06647347131025;3,11280488295588;10;0;9,69509761596388;5,83527634205207;9,12375472694075;9,29495895026021;NA;NA;"Iris aphylla, Verbascum phoeniceum, Carex humilis, Dictamnus albus, Pulsatilla pratensis subsp. bohemica, Campanula bononiensis, Peucedanum oreoselinum, Inula hirta, Juniperus communis, Aster linosyris, Geranium sanguineum, Corynephorus canescens, Asperula tinctoria, Pyrus pyraster, Stipa capillata, Gentianella amarella subsp. amarella";"Arrhenatherum elatius, Solidago canadensis, Cytisus scoparius, Amaranthus retroflexus, Mahonia aquifolium";"Calamagrostis epigejos, Rubus fruticosus agg., Ligustrum vulgare, Crataegus sp., Rosa sp., Prunus spinosa, Rosa canina";0,0462517305847244;0,064315603862142;0;0;0,946826908039033;1;0;93,1241703666499;0;15,8369804786962;84,1630195213038;2008-08-13;2019-10-29;2015-03-15;2015-08-07
"CZ0214013";"Koko¯Ìnsko";"91E0";204,194790960662;5,76840337867131;8,15150440911497;6,16234968245138;5,78747550455737;4,63816827671015;10;10;3,68257658468944;9,95099456207502;10;9,5028804421576;9,73126820086893;5,59879345294683;0;"Carex pseudocyperus, Orchis palustris, Trichomanes speciosum, Trollius altissimus, Epipactis palustris, Dactylorhiza majalis, Eleocharis quinqueflora, Eriophorum latifolium, Menyanthes trifoliata, Potamogeton alpinus, Berula erecta, Stipa pennata, Carex disticha, Silene noctiflora, Carex flava, Orchis militaris, Scrophularia umbrosa, Carex davalliana, Carex hostiana, Triglochin palustre, Allium angulosum, Carex cespitosa, Schoenus nigricans, Utricularia ochroleuca, Geranium sanguineum, Dactylorhiza majalis subsp. majalis, Aster linosyris, Crepis mollis, Carex distans, Equisetum telmateia, Ranunculus lingua, Inula hirta, Carex lepidocarpa, Cicuta virosa, Serratula tinctoria, Scrophularia umbrosa subsp. umbrosa, Equisetum variegatum, Dryopteris expansa, Potamogeton praelongus, Callitriche platycarpa, Cardamine dentata, Ribes nigrum, Carex humilis, Dictamnus albus, Dactylorhiza incarnata subsp. incarnata, Dactylorhiza incarnata";"Impatiens glandulifera, Impatiens parviflora, Aesculus hippocastanum, Robinia pseudacacia, Reynoutria ◊ bohemica, Solidago canadensis, Solidago gigantea";"Cirsium oleraceum, Urtica dioica, Filipendula ulmaria, Rubus fruticosus agg., Sambucus nigra, Crataegus sp., Rubus idaeus, Phalaris arundinacea, Rumex obtusifolius";0,227402571405075;2,10949798974678;0;0;0,942535307805674;1;0,981863094522503;99,869745819046;0;24,2847517863951;75,7152482136049;2008-05-28;2018-11-02;2015-04-06;2015-08-09
"CZ0214013";"Koko¯Ìnsko";"3140";0,0153188693907676;10;10;10;10;6,66666666666667;0,153188693907676;10;0;10;0;10;10;NA;NA;"NA";"NA";"NA";0,0626444835744208;0,000158256359199895;0;0;1;1;0;100;0;100;0;2008-05-30;2008-05-30;2008-05-30;2008-05-30
"CZ0214013";"Koko¯Ìnsko";"7210";0,579902558629888;10;10;10;10;10;1,15980511725978;NA;NA;NA;NA;NA;NA;NA;NA;"NA";"NA";"NA";18,0321183600456;0,00599086429151092;0;0;1;1;0;0;0;100;0;2012-06-13;2012-06-13;2012-06-13;2012-06-13
"CZ0214013";"Koko¯Ìnsko";"6430";10,9998628775554;1,58549060826772;2,25127980502766;1,77691284676322;0,998462753807582;1,15399923914633;5,49993143877771;10;0;8,77601894372518;1,72655712690184;9,92061314710777;9,43525018663205;NA;NA;"Scrophularia umbrosa subsp. umbrosa, Poa remota, Dactylorhiza majalis, Hippuris vulgaris, Potamogeton alpinus";"Impatiens parviflora";"Filipendula ulmaria, Phalaris arundinacea, Cirsium oleraceum, Rubus sp., Urtica dioica, Rumex obtusifolius";0,121930488545066;0,11363751503418;0;0;0,317098121653544;1;0;97,5820402901633;0;90,2507798702529;9,74922012974711;2008-05-29;2016-08-14;2011-01-01;2008-09-08
"CZ0214013";"Koko¯Ìnsko";"7230";3,50742109712566;9,60970334912528;5,79094551023085;6,93376590623742;10;9,73980223275018;10;10;9,81659104395119;7,43642189827802;10;3,38656474291187;9,01529332523892;NA;NA;"Inula salicina, Cladium mariscus, Inula hirta, Carex distans, Calamagrostis varia, Eriophorum latifolium, Carex davalliana, Schoenus ferrugineus, Schoenus nigricans, Gymnadenia conopsea, Epipactis palustris, Tetragonolobus maritimus, Centaurium littorale subsp. compressum, Orchis palustris, Juncus subnodulosus, Carex lepidocarpa, Carex hostiana, Triglochin palustre, Orchis militaris, Parnassia palustris, Carex flava, Galium wirtgenii, Tofieldia calyculata, Dactylorhiza incarnata, Gymnadenia densiflora, Allium carinatum, Dactylorhiza majalis, Dactylorhiza incarnata subsp. incarnata, Dactylorhiza majalis subsp. majalis, Pinguicula vulgaris subsp. vulgaris, Polygala amarella, Eriophorum gracile, Serratula tinctoria, Galium spurium";"Cirsium arvense";"Cirsium oleraceum, Prunus spinosa, Filipendula ulmaria";7,15266420652624;0,0362345078381918;0;0;1;1;0;100;0;98,1659104395119;1,8340895604881;2012-06-13;2016-06-07;2013-03-31;2012-06-13
"CZ0214014";"PodlesÌ";"3130";1,97940218748403;10;10;10;10;10;2,82771741069147;10;10;10;3,63888687522804;10;10;NA;NA;"Elatine hydropiper, Bolboschoenus yagara, Cyperus fuscus, Eleocharis mamillata subsp. mamillata, Eleocharis ovata, Myosotis discolor, Isolepis setacea, Epilobium obscurum, Potamogeton trichoides";"NA";"NA";0,144619895836997;21,151715226658;0;0;1;1;0;100;0;100;0;2010-06-28;2010-06-28;2010-06-28;2010-06-28
"CZ0214014";"PodlesÌ";"7140";0,597753535751004;10;10;10;10;10;0,298876767875502;10;0;10;3,67995283898399;10;10;NA;NA;"Menyanthes trifoliata, Salix rosmarinifolia, Dactylorhiza majalis, Epilobium palustre, Eriophorum latifolium, Parnassia palustris, Carex flava, Carex hartmanii";"NA";"NA";0,0112333110709921;6,38754096761105;0;0;1;1;0;100;0;100;0;2010-06-23;2010-06-23;2010-06-23;2010-06-23
"CZ0214014";"PodlesÌ";"3150";2,82619438157334;10;10;10;10;10;5,65238876314668;10;10;9,58168188027351;5,8540746401206;10;10;NA;NA;"Elatine hydropiper, Bolboschoenus yagara, Cyperus fuscus, Isolepis setacea, Leersia oryzoides, Nymphaea alba, Potamogeton trichoides, Eleocharis mamillata subsp. mamillata, Eleocharis ovata, Batrachium aquatile, Myosotis discolor, Epilobium obscurum, Batrachium circinatum, Carex flava, Stratiotes aloides";"NA";"NA";0,0440607847745924;30,20046108477;0;0;1;1;0;100;0;100;0;2010-06-28;2010-06-28;2010-06-28;2010-06-28
"CZ0214015";"V˘znice";"9130";13,9017331357884;0,378869896717428;0,757739793434857;0,505159862289905;0,757739793434857;0,505159862289905;0,347543328394709;10;0;10;0;10;10;0,378869896717428;0;"NA";"NA";"NA";0,0105630878160791;3,49964694893243;0;0;0,633749152993495;1;0,633749152993495;98,7143334619558;0;100;0;2009-06-29;2010-09-20;2010-01-19;2009-08-11
