"SITECODE","NAZEV","LOKALITA","DRUH","FEATURE_CODE","PRESENCE","PRESENCE_WINTER","ABUNDANCE_SITE","POP_0_ALL","POP_1_ALL","POP_2_ALL","POP_3_ALL","CHANGE","LAST_FIND","OVERALL"
"CZ0414110","Krušnohorské plató","Ryžovna - Zlatý Kopec - štola Dolní Perníková","Myotis myotis","1324",NA,NA,NA,182,300,386,139,NA,2018-01-31,0
"CZ0414110","Krušnohorské plató","Ryžovna - Zlatý Kopec - štola Ementál","Myotis myotis","1324",1,1,9,182,300,386,139,1,2021-02-09,2
"CZ0414110","Krušnohorské plató","Ryžovna - Zlatý Kopec - štola Horní Perníková","Myotis myotis","1324",NA,NA,NA,182,300,386,139,NA,2019-02-11,0
"CZ0414110","Krušnohorské plató","Ryžovna - Zlatý Kopec - štola Rezonanční","Myotis myotis","1324",1,1,1,182,300,386,139,0,2021-02-09,1
"CZ0414110","Krušnohorské plató","Zlatý kopec - štola Gottlib (Johannis)","Myotis myotis","1324",1,1,4,182,300,386,139,1,2021-09-04,2
"CZ0414110","Krušnohorské plató","Zlatý Kopec, Johannes - dolní jáma","Myotis myotis","1324",1,1,2,182,300,386,139,0,2021-09-04,1
"CZ0423651","Držovice - rodinný dům","Držovice dům - č.p. 13 EVL","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2018-06-12,0
"CZ0423653","Jílové u Děčína - škola","Jílové u Děčína -  EVL ZŠ Jílové","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2016-07-15,0
"CZ0423654","Lobendava - kostel","Lobendava - kostel","Myotis myotis","1324",NA,NA,NA,0,0,1300,1500,NA,2019-07-05,0
"CZ0423656","Úštěk - kostel","Úštěk","Myotis myotis","1324",NA,NA,NA,0,1087,998,972,NA,2016-07-29,0
"CZ0423656","Úštěk - kostel","Úštěk kostel - nám. Míru 1 EVL","Myotis myotis","1324",NA,NA,NA,0,1087,998,972,0,2020-07-05,0
"CZ0424125","Doupovské hory","Boč – propustek","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2016-02-07,0
"CZ0424125","Doupovské hory","Černýš - Lužný","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-01-21,0
"CZ0424125","Doupovské hory","Doupov - u Rašovických skal","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2016-05-29,0
"CZ0424125","Doupovské hory","Doupov, Lestkov - SV svahy Černého vrchu","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-08-23,0
"CZ0424125","Doupovské hory","Doupov, Mašťov - pod Radechovskými skalami","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-06-11,0
"CZ0424125","Doupovské hory","Doupov, Mašťov - u potoka Dubá","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-06-11,0
"CZ0424125","Doupovské hory","Doupov, Radonice - údolí Dubé","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-06-11,0
"CZ0424125","Doupovské hory","Horní Hrad","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2016-08-17,0
"CZ0424125","Doupovské hory","Horní Hrad - Nebesa","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2020-07-14,0
"CZ0424125","Doupovské hory","Klášterec nad Ohří - Šumburk - zřícenina hradu","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2018-02-19,0
"CZ0424125","Doupovské hory","Kotvina","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-08-16,0
"CZ0424125","Doupovské hory","Krásný les - Horní Hrad - sklep u potoka","Barbastella barbastellus","1308",1,1,1,85,48,52,73,0,2021-02-02,1
"CZ0424125","Doupovské hory","Krásný Les - Horní hrad - sklepy hradu","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-02-12,0
"CZ0424125","Doupovské hory","Krásný Les, Horní hrad - lesní rybníček","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-05-26,0
"CZ0424125","Doupovské hory","Krásný Les, u Hornohradského potoka","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-05-26,0
"CZ0424125","Doupovské hory","Kyselka - sklep za spodní budovou","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-01-07,0
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 1","Barbastella barbastellus","1308",1,1,2,85,48,52,73,0,2021-02-15,1
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 2","Barbastella barbastellus","1308",1,1,5,85,48,52,73,0,2021-02-15,1
"CZ0424125","Doupovské hory","Kyselka - štolka za Ottovým pavilónem","Barbastella barbastellus","1308",1,1,9,85,48,52,73,0,2021-02-15,1
"CZ0424125","Doupovské hory","Lestkov - sklep hradu","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-02-09,0
"CZ0424125","Doupovské hory","Malý Hrzín - Mufloní rokle","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2016-08-14,0
"CZ0424125","Doupovské hory","Mašťov, Pyškovo jezírko","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Mašťov, vrch Houština","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Nebesa","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-08-08,0
"CZ0424125","Doupovské hory","Nedíl - štola","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-02-08,0
"CZ0424125","Doupovské hory","Pastviny - Brodce - štola","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-01-28,0
"CZ0424125","Doupovské hory","Peklo – zřícenina hradu Himlštejn (Nebesa)","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-02-15,0
"CZ0424125","Doupovské hory","Radošov u Kyselky, u Ohře","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-05-26,0
"CZ0424125","Doupovské hory","Rašovice","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-07-31,0
"CZ0424125","Doupovské hory","Rašovické skály","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-08-25,0
"CZ0424125","Doupovské hory","Suchý důl u Klášterce - Nedíl - štola","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-02-08,0
"CZ0424125","Doupovské hory","Šemnice, Dubina - chata","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Valeč","Barbastella barbastellus","1308",1,1,2,85,48,52,73,0,2021-09-17,1
"CZ0424125","Doupovské hory","Valeč - sklepy v zámeckém parku","Barbastella barbastellus","1308",1,1,52,85,48,52,73,1,2021-08-25,2
"CZ0424125","Doupovské hory","Valeč - Šibeniční vrch - štola","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2018-01-25,0
"CZ0424125","Doupovské hory","Vintířov","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,0,2020-09-20,0
"CZ0424125","Doupovské hory","Vojkovice nad Ohří - propustek pod tratí","Barbastella barbastellus","1308",1,1,13,85,48,52,73,1,2021-01-17,2
"CZ0424125","Doupovské hory","Vojkovice nad Ohří - propustek pod tratí II","Barbastella barbastellus","1308",1,1,1,85,48,52,73,0,2021-01-17,1
"CZ0424125","Doupovské hory","Vrbička, rybník pod Linou","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2019-08-09,0
"CZ0424125","Doupovské hory","Zvoníčkov - sklep","Barbastella barbastellus","1308",NA,NA,NA,85,48,52,73,NA,2017-02-04,0
"CZ0424125","Doupovské hory","Boč","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2019-07-01,0
"CZ0424125","Doupovské hory","Černý vrch","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-07-18,0
"CZ0424125","Doupovské hory","Doupov, Brodce - Lipová","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-08-03,0
"CZ0424125","Doupovské hory","Doupov, Lestkov - u Egerberku","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2017-08-23,0
"CZ0424125","Doupovské hory","Horní Hrad","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2016-08-17,0
"CZ0424125","Doupovské hory","Horní Hrad - Nebesa","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2020-09-08,0
"CZ0424125","Doupovské hory","Jakubov - most přes Ohři","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2020-08-01,0
"CZ0424125","Doupovské hory","Jakubov, cesta k řece","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-06-05,0
"CZ0424125","Doupovské hory","Kadaň","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2017-05-28,0
"CZ0424125","Doupovské hory","Klášterec nad Ohří, Ohřecká louka","Myotis myotis","1324",NA,NA,NA,10,12,23,14,0,2020-06-29,0
"CZ0424125","Doupovské hory","Kotvina","Myotis myotis","1324",1,1,2,10,12,23,14,1,2021-07-12,2
"CZ0424125","Doupovské hory","Krásný Les - Horní hrad - sklepy hradu","Myotis myotis","1324",NA,NA,NA,10,12,23,14,0,2020-02-12,0
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 2","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-02-13,0
"CZ0424125","Doupovské hory","Kyselka - štolka za Ottovým pavilónem","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-02-13,0
"CZ0424125","Doupovské hory","Kyselka, most přes Ohři","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Lestkov","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2019-09-02,0
"CZ0424125","Doupovské hory","Mašťov, Pyškovo jezírko","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Nedíl - štola","Myotis myotis","1324",NA,NA,NA,10,12,23,14,0,2020-02-08,0
"CZ0424125","Doupovské hory","NPR Nebesa, pod Pekelskou skálou","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-05-27,0
"CZ0424125","Doupovské hory","Peklo – zřícenina hradu Himlštejn (Nebesa)","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-02-18,0
"CZ0424125","Doupovské hory","Radošov u Kyselky, u Ohře","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2019-05-26,0
"CZ0424125","Doupovské hory","Rašovice","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-05-23,0
"CZ0424125","Doupovské hory","Rašovický rybník","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2019-08-26,0
"CZ0424125","Doupovské hory","Stráž - most přes Ohři","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2020-09-08,0
"CZ0424125","Doupovské hory","Suchý důl u Klášterce - Nedíl - štola","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-03-06,0
"CZ0424125","Doupovské hory","Šemnice, Dubina - chata","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Valeč","Myotis myotis","1324",1,1,2,10,12,23,14,0,2021-09-17,1
"CZ0424125","Doupovské hory","Valeč - sklepy v zámeckém parku","Myotis myotis","1324",1,1,6,10,12,23,14,1,2021-08-25,2
"CZ0424125","Doupovské hory","Vojkovice - Jakubov, most přes Ohři","Myotis myotis","1324",NA,NA,NA,10,12,23,14,NA,2018-06-05,0
"CZ0424125","Doupovské hory","Zásada u Kadaně","Myotis myotis","1324",NA,NA,NA,10,12,23,14,0,2020-07-11,0
"CZ0513657","Bílá Desná - kanál protržené přehrady","Bílá Desná","Myotis myotis","1324",NA,NA,NA,0,821,845,702,0,2020-01-08,0
"CZ0513659","Doksy - zámek","Doksy","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2014-06-20,0
"CZ0513662","Lemberk - zámek","Lemberk","Rhinolophus hipposideros","1303",NA,NA,NA,0,193,75,178,0,2020-06-05,0
"CZ0513662","Lemberk - zámek","Lemberk - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,193,75,178,0,2020-01-23,0
"CZ0514113","Podtrosecká údolí","Hrubá Skála","Rhinolophus hipposideros","1303",NA,NA,NA,0,230,162,276,NA,2020-07-11,0
"CZ0514113","Podtrosecká údolí","Hrubá Skála - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,230,162,276,0,2020-01-16,0
"CZ0514113","Podtrosecká údolí","Jeskyně U Hlavatice","Rhinolophus hipposideros","1303",NA,NA,NA,0,230,162,276,0,2020-01-11,0
"CZ0514113","Podtrosecká údolí","Karlovice","Rhinolophus hipposideros","1303",NA,NA,NA,0,230,162,276,NA,2020-05-29,0
"CZ0514113","Podtrosecká údolí","Podsemín","Rhinolophus hipposideros","1303",NA,NA,NA,0,230,162,276,NA,2017-07-21,0
"CZ0514243","Velký a Malý Bezděz","Paledová jeskyně Na Bezdězu","Myotis bechsteinii","1323",1,1,11,11,0,0,0,NA,2021-06-18,1
"CZ0514667","Západní jeskyně","Jítrava,Západní jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,111,131,120,0,2020-01-23,0
"CZ0514668","Vápenice - Basa","Vápenice - Basa transekt č.1","Barbastella barbastellus","1308",NA,NA,NA,0,0,1,0,NA,2019-08-09,0
"CZ0514668","Vápenice - Basa","Vápenice","Myotis bechsteinii","1323",NA,NA,NA,0,0,12,0,NA,2019-08-22,0
"CZ0514668","Vápenice - Basa","Vápenice - Basa transekt č. 4","Myotis bechsteinii","1323",NA,NA,NA,0,0,12,0,NA,2019-06-09,0
"CZ0514668","Vápenice - Basa","Velká Basa","Myotis bechsteinii","1323",NA,NA,NA,0,0,12,0,NA,2019-08-30,0
"CZ0523009","Zámek v Kostelci nad Orlicí","Kostelec nad Orlicí - sklep pod zámeckým skleníkem","Rhinolophus hipposideros","1303",NA,NA,NA,0,81,92,108,0,2020-02-21,0
"CZ0523669","Bílá Třemešná","Bílá Třemešná - přehradní hráz a štola","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,0,NA,2017-12-29,0
"CZ0523675","Jičíněves - zámek","Jičíněves","Rhinolophus hipposideros","1303",NA,NA,NA,0,22,68,36,0,2020-06-26,0
"CZ0523676","Josefov - pevnost","Josefov u Jaroměře","Rhinolophus hipposideros","1303",NA,NA,NA,0,1135,1163,157,0,2020-02-15,0
"CZ0523676","Josefov - pevnost","Josefov, pevnost - přístupná část (EVL)","Rhinolophus hipposideros","1303",NA,NA,NA,0,1135,1163,157,NA,2018-02-04,0
"CZ0523677","Kost","Kost","Rhinolophus hipposideros","1303",NA,NA,NA,0,693,674,799,0,2020-06-13,0
"CZ0523677","Kost","Kost - hrad","Rhinolophus hipposideros","1303",NA,NA,NA,0,693,674,799,0,2020-01-15,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Myotis emarginatus","1321",NA,NA,NA,0,0,0,345,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Myotis emarginatus","1321",NA,NA,NA,0,0,0,345,NA,2018-01-06,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Myotis myotis","1324",NA,NA,NA,0,0,0,48,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Myotis myotis","1324",NA,NA,NA,0,0,0,48,NA,2018-01-06,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,304,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,304,NA,2018-01-06,0
"CZ0523682","Staré Hrady - zámek","EVL Staré Hrady - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,9,15,6,NA,2017-01-12,0
"CZ0523682","Staré Hrady - zámek","Staré Hrady","Rhinolophus hipposideros","1303",NA,NA,NA,0,9,15,6,0,2020-06-07,0
"CZ0523683","Štola Portál","Štola Portál","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,44,NA,2018-01-05,0
"CZ0523683","Štola Portál","Štola Portál","Myotis myotis","1324",NA,NA,NA,0,0,0,34,NA,2018-01-05,0
"CZ0533685","Borová u Poličky","Borová u Poličky, kostel sv.Markéty","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,25,21,NA,2019-06-19,0
"CZ0533691","Pařížov","EVL Pařížov","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,0,NA,2017-01-19,0
"CZ0533693","Podolská a Páterova jeskyně","Vápenný Podol - Páterova a Podolská jeskyně","Myotis emarginatus","1321",NA,NA,NA,0,8,0,0,NA,2020-02-09,0
"CZ0533693","Podolská a Páterova jeskyně","Vápenný Podol - Páterova a Podolská jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,292,0,0,0,2020-02-09,0
"CZ0533694","Vranová Lhota","Vranová Lhota","Myotis myotis","1324",NA,NA,NA,0,600,0,0,0,2020-06-28,0
"CZ0613002","Roštejnská obora","hrad Roštejn","Barbastella barbastellus","1308",1,1,30,30,0,0,25,NA,2021-07-13,1
"CZ0613695","Biskupice - kostel","EVL Biskupice - kostel","Myotis myotis","1324",1,1,200,200,70,0,195,1,2021-07-13,2
"CZ0613696","Biskupice - škola","EVL Biskupice - škola","Myotis myotis","1324",1,1,28,28,20,6,5,1,2021-07-13,2
"CZ0613698","Jeřišno - Heřmaň","Jeřišno, Heřmaň - věž kostela","Myotis myotis","1324",1,1,360,360,632,592,484,1,2021-06-29,2
"CZ0613700","Žďár nad Sázavou - garáže","Zámek Žďár","Myotis emarginatus","1321",1,1,323,323,238,235,218,NA,2021-07-01,1
"CZ0613700","Žďár nad Sázavou - garáže","Zámek Žďár - garáže","Myotis emarginatus","1321",NA,NA,NA,323,238,235,218,NA,2017-06-27,0
"CZ0613700","Žďár nad Sázavou - garáže","Žďár nad Sázavou-garáže","Myotis emarginatus","1321",NA,NA,NA,323,238,235,218,NA,2016-07-13,0
"CZ0623016","Lednice - zámek","Lednice - sklepy pod zámeckým skleníkem","Rhinolophus hipposideros","1303",NA,NA,NA,0,232,156,250,0,2020-01-15,0
"CZ0623016","Lednice - zámek","Lednice - sklepy pod zámkem a Licht. jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,232,156,250,0,2020-01-15,0
"CZ0623329","Prudká","Prudká č.p.257, areál papírny","Myotis emarginatus","1321",NA,NA,NA,0,0,0,380,NA,2018-06-10,0
"CZ0623329","Prudká","Prudká č.p.257, areál papírny","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,80,180,NA,2019-07-07,0
"CZ0623697","Doubravník - kostel","Doubravník, kostel Povýšení sv.Kříže","Myotis myotis","1324",NA,NA,NA,0,0,670,640,NA,2019-06-22,0
"CZ0623707","Starý zámek Jevišovice","Jevišovice - starý zámek","Myotis myotis","1324",NA,NA,NA,0,750,105,1250,0,2020-07-01,0
"CZ0623710","Křtiny - kostel","Křtiny","Myotis myotis","1324",NA,NA,NA,0,290,280,260,0,2020-07-07,0
"CZ0623710","Křtiny - kostel","Křtiny","Rhinolophus hipposideros","1303",NA,NA,NA,0,10,10,9,0,2020-07-07,0
"CZ0623717","Tavíkovice - zámek","Tavíkovice","Myotis emarginatus","1321",NA,NA,NA,0,230,380,320,NA,2020-07-01,0
"CZ0623718","Uherčice - zámek","Uherčice","Rhinolophus hipposideros","1303",NA,NA,NA,0,180,97,172,0,2020-07-01,0
"CZ0623718","Uherčice - zámek","Uherčice - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,180,97,172,0,2020-01-21,0
"CZ0623719","Vranov nad Dyjí - základní škola","Vranov nad Dyjí - škola","Myotis emarginatus","1321",NA,NA,NA,0,280,450,600,NA,2020-06-17,0
"CZ0624065","Květnice","Květnice - Čtyřpatrová štola","Rhinolophus hipposideros","1303",NA,NA,NA,0,476,582,0,0,2020-02-15,0
"CZ0624065","Květnice","Květnice - propast","Rhinolophus hipposideros","1303",NA,NA,NA,0,476,582,0,NA,2017-02-11,0
"CZ0624065","Květnice","Květnice - štola Královna","Rhinolophus hipposideros","1303",NA,NA,NA,0,476,582,0,0,2020-02-15,0
"CZ0624065","Květnice","Květnice – jeskyně Pod křížem","Rhinolophus hipposideros","1303",NA,NA,NA,0,476,582,0,0,2020-02-15,0
"CZ0624095","Údolí Dyje","Bítov","Myotis myotis","1324",NA,NA,NA,0,69,65,95,0,2020-07-01,0
"CZ0624095","Údolí Dyje","Cornštejn - sklepy hradu","Myotis myotis","1324",NA,NA,NA,0,69,65,95,0,2020-01-21,0
"CZ0624096","Podyjí","Čertův mlýn - náhon","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,NA,2017-01-30,0
"CZ0624096","Podyjí","Devět mlýnů - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Faltýskův mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Havraníky - ""Papírna"" - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Hnanice - Baštův mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,NA,2017-02-12,0
"CZ0624096","Podyjí","Ledové sluje","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,NA,2017-01-30,0
"CZ0624096","Podyjí","Novohrádecký mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,NA,2017-01-30,0
"CZ0624096","Podyjí","Novohrádecký mlýn - štola","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","štola u Znojemské ú. n.","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,NA,2017-01-30,0
"CZ0624096","Podyjí","štoly u Pivovarského potoka","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Vranov nad Dyjí - zámek","Barbastella barbastellus","1308",NA,NA,NA,0,36,29,10,0,2020-01-20,0
"CZ0624096","Podyjí","Ledové sluje","Myotis bechsteinii","1323",NA,NA,NA,0,0,1,0,NA,2016-02-06,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Myotis bechsteinii","1323",NA,NA,NA,0,0,1,0,NA,2019-02-01,0
"CZ0624096","Podyjí","Čertův mlýn - náhon","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-01-20,0
"CZ0624096","Podyjí","Devět mlýnů - sklepy","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-01-20,0
"CZ0624096","Podyjí","Hradiště u Znojma","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-07-03,0
"CZ0624096","Podyjí","Ledové sluje","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-01-25,0
"CZ0624096","Podyjí","Novohrádecký mlýn - štola","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,NA,2018-02-01,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-01-20,0
"CZ0624096","Podyjí","Podmolí","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-06-23,0
"CZ0624096","Podyjí","Podmolí – roubenka u lesní správy","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-06-23,0
"CZ0624096","Podyjí","štola u Znojemské ú. n.","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,NA,2018-02-01,0
"CZ0624096","Podyjí","štoly u Pivovarského potoka","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,NA,2018-02-01,0
"CZ0624096","Podyjí","Vranov nad Dyjí - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,274,130,103,0,2020-07-01,0
"CZ0624098","Turold","Na Turoldu - jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,619,573,401,0,2020-01-15,0
"CZ0624099","Niva Dyje","Lednice - umělá jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,3,1,4,0,2020-01-15,0
"CZ0624130","Moravský kras","Balcarka","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2020-02-14,0
"CZ0624130","Moravský kras","Barová jeskyně","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2017-02-08,0
"CZ0624130","Moravský kras","Býčí skála","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála - mimo monitoring","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála, mimo základní monitoring","Myotis emarginatus","1321",1,1,28,450,645,418,294,NA,2021-02-28,1
"CZ0624130","Moravský kras","Císařská jeskyně","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-07,0
"CZ0624130","Moravský kras","Černá propast","Myotis emarginatus","1321",1,1,2,450,645,418,294,NA,2021-02-08,1
"CZ0624130","Moravský kras","Erichova jeskyně","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2020-02-09,0
"CZ0624130","Moravský kras","Erichova jeskyně ","Myotis emarginatus","1321",1,1,1,450,645,418,294,NA,2021-02-08,1
"CZ0624130","Moravský kras","chodba a Staré skály","Myotis emarginatus","1321",1,1,1,450,645,418,294,NA,2021-02-08,1
"CZ0624130","Moravský kras","jeskyně Balcarka","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-07,0
"CZ0624130","Moravský kras","jeskyně Balcarka ","Myotis emarginatus","1321",1,1,40,450,645,418,294,NA,2021-02-09,1
"CZ0624130","Moravský kras","jeskyně Koňská jáma","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-07,0
"CZ0624130","Moravský kras","jeskyně Lidomorna","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-04,0
"CZ0624130","Moravský kras","Jeskyně Lidomorna","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2016-02-11,0
"CZ0624130","Moravský kras","jeskyně Lidomorna ","Myotis emarginatus","1321",1,1,1,450,645,418,294,NA,2021-02-04,1
"CZ0624130","Moravský kras","jeskyně Mastný flek","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-23,0
"CZ0624130","Moravský kras","jeskyně Netopýrka ","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2020-02-24,0
"CZ0624130","Moravský kras","jeskyně Nová Rasovna","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2018-01-31,0
"CZ0624130","Moravský kras","jeskyně Nová Rasovna ","Myotis emarginatus","1321",1,1,2,450,645,418,294,NA,2021-02-04,1
"CZ0624130","Moravský kras","jeskyně Pustožlebská zazděná","Myotis emarginatus","1321",1,1,49,450,645,418,294,NA,2022-02-11,1
"CZ0624130","Moravský kras","jeskyně Sedmnáctka","Myotis emarginatus","1321",NA,NA,NA,450,645,418,294,NA,2022-02-23,0
