"EVL_SITECODE","SITECODE","NAZEV","DRUH","PRESENCE_P1a","POP_P1b","REPRO_P2","HABLOS_P3","PRED_P4","WATER_P5","DRY_P6","VEG_P7","TRANSP_P8","CHYTRI_P9","ZASTIN_P10","OVERALL","SUFFICIENT"
"CZ0423660","CZ0423660_7","Pražská pole","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0423660","CZ0423660_8","Pražská pole","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0423660","CZ0423660_9","Pražská pole","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_1","Velichov – rybník v obci","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_10","Okounov – rybník v obci","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_11","Lestkov","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_12","Meziříčí","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_13","Okounov – rybník v oboře","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_14","Úhošť","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_15","Rašovický rybník","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_16","Ráj – rybník na pastvině","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_18","Nová Kyselka – pod silnicí","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_19","Brodce I","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_2","Jakubov – pískovna","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_20","Brodce II","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_21","Doupovské hory Bražecké Hliňáky Horní rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_22","Doupovské hory Bražecké hliňáky rybník Piškota","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_23","Doupovské hory Bražecké hliňáky Dlouhý rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_24","Doupovské hory Bražecké hliňáky tůň CH","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_25","Doupovské hory Bražecké hliňáky Přesličkový rybník","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_26","Doupovské hory Bražecké hliňáky Spodní rybník","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_27","Doupovské hory Bražecké hliňáky tůň G","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_28","Doupovské hory Bražecké hliňáky Mělký rybník","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_29","Doupovské hory Bražecké hliňáky tůň pod Mělkým r.","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0424125","CZ0424125_3","Jakubov – sad","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_30","Doupovské hory Bražecké hliňáky Střední rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_31","Doupovské hory Bražecké hliňáky tůň A","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_32","Doupovské hory Silniční rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_33","Doupovské hory Nová Ves rybník v pastvinách","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_34","Doupovské hory Nová Ves požární nádrž","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_36","Doupovské hory Dobřenec rybník","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_37","Doupovské hory Dobřenecký rybník","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_38","Doupovské hory Vrbina u Nové Vsi","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_39","Doupovské hory tůň za obalovnou","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_4","Jakubov – nové rybníčky","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_40","Doupovské hory tůň v louce I","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_41","Doupovské hory tůň v louce II","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_42","Doupovské hory Horní bochovský rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_43","Doupovské hory zaniklý rybník","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_44","Doupovské hory Mělký rybník","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_45","Doupovské hory Velký tašovický rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0424125","CZ0424125_46","Doupovské hory tůň v louce III","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_47","Doupovské hory Krásný rybník","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_48","Doupovské hory Malý tašovický rybník","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_49","Doupovské hory tůň pod Velkým tašovickým rybníkem","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_5","Jakubov – sesuvné jezírko","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_50","Doupovské hory Činov rybník","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_51","Doupovské hory Valeč koupaliště","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_52","Doupovské hory VD Sedlec","Bombina bombina",0,0,1,1,1,0,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_53","Doupovské hory Houština sněžná jáma","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_54","Doupovské hory Pyškův rybník","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_55","Doupovské hory Houština lesní kaluže","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_56","Doupovské hory Sedlec polní kaluž","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_57","Doupovské hory tůň pod Hliňáky I","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_58","Doupovské hory tůň pod Hliňáky II","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_59","Doupovské hory tůň pod Hliňáky III","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_6","Vlkaň II.","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0424125","CZ0424125_7","Šemnice – tůně v  louce","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_8","Šemnice – rybník pod skálou","Bombina bombina",0,0,1,1,1,0,1,0,1,1,1,0,0
"CZ0424125","CZ0424125_9","Stráž n. Ohří – rybníčky nad tratí","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0513237","CZ0513237","Česká Lípa - mokřad v nivě Šporky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0513238","CZ0513238_1","Cihelenské rybníky","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0513238","CZ0513238_2","Cihelenské rybníky","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0513238","CZ0513238_3","Cihelenské rybníky","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0513238","CZ0513238_4","Cihelenské rybníky","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0513238","CZ0513238_5","Cihelenské rybníky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0513244","CZ0513244","Manušické rybníky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0513244","CZ0513244_110","Manušické rybníky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0513257","CZ0513257","Stružnické rybníky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0513505","CZ0513505_1","Dolní Ploučnice","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0513505","CZ0513505_2","Dolní Ploučnice","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0513505","CZ0513505_3","Dolní Ploučnice","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0513505","CZ0513505_4","Dolní Ploučnice","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0513505","CZ0513505_5","Dolní Ploučnice","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0513505","CZ0513505_6","Dolní Ploučnice","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0523002","CZ0523002","Hluboký Kovač","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0523003","CZ0523003","Rybník Strašidlo","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0523005","CZ0523005","Tuří rybník","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0523265","CZ0523265","Červená Třemešná - rybník","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0523268","CZ0523268","Dubno - Česká Skalice","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0523282","CZ0523282","Nadslav","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0523286","CZ0523286","Rybník Smrkovák","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0524045","CZ0524045","Zbytka","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0524048","CZ0524048_1","EVL Byšičky - rybník Bahník","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0524048","CZ0524048_2","EVL Byšičky - Zákopský rybník","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0524050","CZ0524050","Halín","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0533302","CZ0533302_1","CZ0533302_1","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0533302","CZ0533302_2","CZ0533302_2","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0533302","CZ0533302_3","CZ0533302_3","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0533308","CZ0533308_1","EVL Bohdanečský r._TSVP1_rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_10","EVL Bohdanečský r._TSVP7_Křičeň_mokřad2","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_11","EVL Bohdanečský r._VP_Křičeň_tůň1","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_12","EVL Bohdanečský r._VP_Křičeň_tůň2","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_13","EVL Bohdanečský r._VP_Křičeň_tůň3","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_14","EVL Bohdanečský r._VP_Křičeň_tůň4","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_15","EVL Bohdanečský r._VP_Křičeň_tůň5","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_16","EVL Bohdanečský r._VP_Křičeň_tůň6","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_17","EVL Bohdanečský r._VP_Křičeň_tůň7","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_18","EVL Bohdanečský r._VP_Křičeň_tůň8","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_19","EVL Bohdanečský r._VP_Křičeň_tůň9","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_2","EVL Bohdanečský r._VP_Matka","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_20","EVL Bohdanečský r._TSVP8_Dolany_tůň1","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_21","EVL Bohdanečský r._TSVP9_Dolany_mokřad","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_22","EVL Bohdanečský r._VP_Dolany_tůň2","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_23","EVL Bohdanečský r._TSVP10_Bohdaneč_mokřad","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_3","EVL Bohdanečský r._VP_Polák_tůň1","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_4","EVL Bohdanečský r._VP_Polák_tůň2","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0533308","CZ0533308_5","EVL Bohdanečský r._TSVP2_Polák_tůň3","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_6","EVL Bohdanečský r._TSVP3_Polák_tůň4","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_7","EVL Bohdanečský r._TSVP4_Polák_tůň5","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_8","EVL Bohdanečský r._TSVP5_Polák_mokřad","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533308","CZ0533308_9","EVL Bohdanečský r._TSVP6_Křičeň_mokřad1","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0533312","CZ0533312","Rybník Moře","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0533696","CZ0533696","Kochánovické rybníky a tůně","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0533697","CZ0533697","Rybník Strach","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613003","CZ0613003_1","Čepička","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613003","CZ0613003_2","Maršovec","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613003","CZ0613003_3","Tůň u Maršovce","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0613013","CZ0613013","Šilhánky","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0613336","CZ0613336","V Kopaninách","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0613338","CZ0613338_1","Černá Vetla","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0613338","CZ0613338_2","Návesník Vetla","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613338","CZ0613338_3","Pobočný rybník","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613338","CZ0613338_4","Pivoňovský rybník","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0613338","CZ0613338_5","Blátivý rybník","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0613338","CZ0613338_6","Horní Vetla","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0613338","CZ0613338_7","Dolní Vetla","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0613338","CZ0613338_8","Peršlík","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0613809","CZ0613809_1","Dívka – r. Pihoun","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0613809","CZ0613809_2","Dívka - Jedlovský rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0613809","CZ0613809_3","Dívka – r. Dívka","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0613809","CZ0613809_4","Dívka – r. Mikšovec","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0614057","CZ0614057_1","Znětínské rybníky","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0614057","CZ0614057_2","Znětínské rybníky","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0614057","CZ0614057_3","Znětínské rybníky","Bombina bombina",0,0,1,1,1,1,1,NA,1,1,1,0,0
"CZ0623010","CZ0623010","Hevlínské jezero","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623027","CZ0623027","Šumické rybníky","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0623027","CZ0623027_1","Šumické rybníky - Pohořelský","Bombina bombina",0,0,1,1,1,0,1,1,1,1,1,0,0
"CZ0623027","CZ0623027_2","Šumické rybníky - Dolní Šumický","Bombina bombina",0,0,1,1,0,0,1,0,1,1,1,0,0
"CZ0623027","CZ0623027_3","Šumické rybníky - Šumický horní","Bombina bombina",0,0,1,0,0,0,0,1,1,1,1,0,0
"CZ0623027","CZ0623027_4","Šumické rybníky - tůně","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0623030","CZ0623030","Vrbovecký rybník","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0623348","CZ0623348","Jankovec","Bombina bombina",1,NA,1,1,1,1,1,NA,1,1,1,0.5,0
"CZ0623365","CZ0623365_1","Rakšické louky - rákosina 1","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623365","CZ0623365_10","Rakšické louky 10","Bombina bombina",1,NA,1,1,0,1,1,1,1,1,1,0.5,0
"CZ0623365","CZ0623365_2","Rakšické louky - tůň 1","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623365","CZ0623365_3","Rakšické louky - tůň 2","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0623365","CZ0623365_4","Rakšické louky - rákosina 2","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623365","CZ0623365_5","Rakšické louky - zadní tmavá","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0623365","CZ0623365_6","Rakšické louky - zadní zelená","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623365","CZ0623365_7","Rakšické louky 7","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623365","CZ0623365_8","Rakšické louky 8","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623365","CZ0623365_9","Rakšické louky 9","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623772","CZ0623772","Božický mokřad","Bombina bombina",1,1,1,1,1,1,1,1,1,1,1,1,1
"CZ0623793","CZ0623793","Úvalský rybník","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_1","Drnholecký luh 1","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623799","CZ0623799_10","Drnholecký luh 10","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0623799","CZ0623799_11","Drnholecký luh 11","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0623799","CZ0623799_12","Drnholecký luh 12","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_13","Drnholecký luh 13","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_2","Drnholecký luh 2","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_3","Drnholecký luh 3","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_4","Drnholecký luh 4","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_5","Drnholecký luh 5","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0623799","CZ0623799_6","Drnholecký luh 6","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0623799","CZ0623799_7","Drnholecký luh 7","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0623799","CZ0623799_8","Drnholecký luh 8","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0623799","CZ0623799_9","Drnholecký luh 9","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_1","Hodonínská 1","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_10","Hodonínská 10","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_11","Hodonínská 11","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_12","Hodonínská 12","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_13","Hodonínská 13","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_14","Hodonínská 14","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_15","Hodonínská 15","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_16","Hodonínská 16","Bombina bombina",0,0,1,1,0,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_17","Hodonínská 17","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_18","Hodonínská 18","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_19","Hodonínská 19","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_2","Hodonínská 2","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_20","Hodonínská 20","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_21","Hodonínská 21","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_22","Hodonínská 22","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_23","Hodonínská 23","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_24","Hodonínská 24","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_25","Hodonínská 25","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624070","CZ0624070_26","Hodonínská 26","Bombina bombina",1,NA,1,1,1,1,1,1,1,1,1,0.5,0
"CZ0624070","CZ0624070_27","Hodonínská 27","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_28","Hodonínská 28","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_29","Hodonínská 29","Bombina bombina",1,NA,1,1,1,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_3","Hodonínská 3","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_30","Hodonínská 30","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_31","Hodonínská 31","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_32","Hodonínská 32","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_33","Hodonínská 33","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_34","Hodonínská 34","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_35","Hodonínská 35","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_36","Hodonínská 36","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_37","Hodonínská 37","Bombina bombina",0,0,1,1,0,0,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_38","Hodonínská 38","Bombina bombina",1,NA,1,1,0,1,1,0,1,1,1,0.5,0
"CZ0624070","CZ0624070_39","Hodonínská 39","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_4","Hodonínská 4","Bombina bombina",0,0,1,1,0,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_40","Hodonínská 40","Bombina bombina",0,0,1,1,1,1,1,1,1,1,1,0,0
"CZ0624070","CZ0624070_41","Hodonínská 41","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_42","Hodonínská 42","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_43","Hodonínská 43","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_44","Hodonínská 44","Bombina bombina",0,0,1,1,0,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_45","Hodonínská 45","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
"CZ0624070","CZ0624070_46","Hodonínská 46","Bombina bombina",0,0,1,1,1,1,1,0,1,1,1,0,0
