"SITECODE","NAZEV","LOKALITA","DRUH","FEATURE_CODE","PRESENCE","PRESENCE_WINTER","ABUNDANCE_SITE","POP_0_ALL","POP_1_ALL","POP_2_ALL","POP_3_ALL","CHANGE","LAST_FIND","OVERALL"
"CZ0424125","Doupovské hory","Kotvina","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-08-16,0
"CZ0424125","Doupovské hory","Krásný les - Horní Hrad - sklep u potoka","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-02-02,0
"CZ0424125","Doupovské hory","Krásný Les - Horní hrad - sklepy hradu","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-02-12,0
"CZ0424125","Doupovské hory","Krásný Les, Horní hrad - lesní rybníček","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2017-05-26,0
"CZ0424125","Doupovské hory","Krásný Les, u Hornohradského potoka","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2017-05-26,0
"CZ0424125","Doupovské hory","Kyselka - sklep za spodní budovou","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2017-01-07,0
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 1","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-02-15,0
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 2","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-02-15,0
"CZ0424125","Doupovské hory","Kyselka - štolka za Ottovým pavilónem","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-02-15,0
"CZ0424125","Doupovské hory","Lestkov - sklep hradu","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-02-09,0
"CZ0424125","Doupovské hory","Mašťov, Pyškovo jezírko","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Mašťov, vrch Houština","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Nebesa","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-08-08,0
"CZ0424125","Doupovské hory","Nedíl - štola","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-02-08,0
"CZ0424125","Doupovské hory","Pastviny - Brodce - štola","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-01-28,0
"CZ0424125","Doupovské hory","Peklo – zřícenina hradu Himlštejn (Nebesa)","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-02-15,0
"CZ0424125","Doupovské hory","Radošov u Kyselky, u Ohře","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-05-26,0
"CZ0424125","Doupovské hory","Rašovice","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-07-31,0
"CZ0424125","Doupovské hory","Rašovické skály","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-08-25,0
"CZ0424125","Doupovské hory","Suchý důl u Klášterce - Nedíl - štola","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-02-08,0
"CZ0424125","Doupovské hory","Šemnice, Dubina - chata","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Valeč","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-09-17,0
"CZ0424125","Doupovské hory","Valeč - sklepy v zámeckém parku","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-08-25,0
"CZ0424125","Doupovské hory","Valeč - Šibeniční vrch - štola","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2018-01-25,0
"CZ0424125","Doupovské hory","Vintířov","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2020-09-20,0
"CZ0424125","Doupovské hory","Vojkovice nad Ohří - propustek pod tratí","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-01-17,0
"CZ0424125","Doupovské hory","Vojkovice nad Ohří - propustek pod tratí II","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,0,2021-01-17,0
"CZ0424125","Doupovské hory","Vrbička, rybník pod Linou","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2019-08-09,0
"CZ0424125","Doupovské hory","Zvoníčkov - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,85,48,52,NA,2017-02-04,0
"CZ0424125","Doupovské hory","Boč","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2019-07-01,0
"CZ0424125","Doupovské hory","Černý vrch","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-07-18,0
"CZ0424125","Doupovské hory","Doupov, Brodce - Lipová","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-08-03,0
"CZ0424125","Doupovské hory","Doupov, Lestkov - u Egerberku","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2017-08-23,0
"CZ0424125","Doupovské hory","Horní Hrad - Nebesa","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-09-08,0
"CZ0424125","Doupovské hory","Jakubov - most přes Ohři","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-08-01,0
"CZ0424125","Doupovské hory","Jakubov, cesta k řece","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-06-05,0
"CZ0424125","Doupovské hory","Kadaň","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2017-05-28,0
"CZ0424125","Doupovské hory","Klášterec nad Ohří, Ohřecká louka","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-06-29,0
"CZ0424125","Doupovské hory","Kotvina","Myotis myotis","1324",NA,NA,NA,0,10,12,23,0,2021-07-12,0
"CZ0424125","Doupovské hory","Krásný Les - Horní hrad - sklepy hradu","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-02-12,0
"CZ0424125","Doupovské hory","Kyselka - sklípek ve svahu za lázněmi 2","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-02-13,0
"CZ0424125","Doupovské hory","Kyselka - štolka za Ottovým pavilónem","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-02-13,0
"CZ0424125","Doupovské hory","Kyselka, most přes Ohři","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Lestkov","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2019-09-02,0
"CZ0424125","Doupovské hory","Mašťov, Pyškovo jezírko","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2019-05-30,0
"CZ0424125","Doupovské hory","Nedíl - štola","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-02-08,0
"CZ0424125","Doupovské hory","NPR Nebesa, pod Pekelskou skálou","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-05-27,0
"CZ0424125","Doupovské hory","Peklo – zřícenina hradu Himlštejn (Nebesa)","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-02-18,0
"CZ0424125","Doupovské hory","Radošov u Kyselky, u Ohře","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2019-05-26,0
"CZ0424125","Doupovské hory","Rašovice","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-05-23,0
"CZ0424125","Doupovské hory","Rašovický rybník","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2019-08-26,0
"CZ0424125","Doupovské hory","Stráž - most přes Ohři","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-09-08,0
"CZ0424125","Doupovské hory","Suchý důl u Klášterce - Nedíl - štola","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-03-06,0
"CZ0424125","Doupovské hory","Šemnice, Dubina - chata","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-08-04,0
"CZ0424125","Doupovské hory","Valeč","Myotis myotis","1324",NA,NA,NA,0,10,12,23,0,2021-09-17,0
"CZ0424125","Doupovské hory","Valeč - sklepy v zámeckém parku","Myotis myotis","1324",NA,NA,NA,0,10,12,23,0,2021-08-25,0
"CZ0424125","Doupovské hory","Vojkovice - Jakubov, most přes Ohři","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2018-06-05,0
"CZ0424125","Doupovské hory","Zásada u Kadaně","Myotis myotis","1324",NA,NA,NA,0,10,12,23,NA,2020-07-11,0
"CZ0513657","Bílá Desná - kanál protržené přehrady","Bílá Desná","Myotis myotis","1324",NA,NA,NA,0,0,821,845,NA,2020-01-08,0
"CZ0513659","Doksy - zámek","Doksy","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2014-06-20,0
"CZ0513662","Lemberk - zámek","Lemberk","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,193,75,NA,2020-06-05,0
"CZ0513662","Lemberk - zámek","Lemberk - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,193,75,NA,2020-01-23,0
"CZ0514113","Podtrosecká údolí","Hrubá Skála","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,230,162,NA,2020-07-11,0
"CZ0514113","Podtrosecká údolí","Hrubá Skála - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,230,162,NA,2020-01-16,0
"CZ0514113","Podtrosecká údolí","Jeskyně U Hlavatice","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,230,162,NA,2020-01-11,0
"CZ0514113","Podtrosecká údolí","Karlovice","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,230,162,NA,2020-05-29,0
"CZ0514113","Podtrosecká údolí","Podsemín","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,230,162,NA,2017-07-21,0
"CZ0514243","Velký a Malý Bezděz","Paledová jeskyně Na Bezdězu","Myotis bechsteinii","1323",NA,NA,NA,0,11,0,0,NA,2021-06-18,0
"CZ0514667","Západní jeskyně","Jítrava,Západní jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,111,131,NA,2020-01-23,0
"CZ0514668","Vápenice - Basa","Vápenice - Basa transekt č.1","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,1,NA,2019-08-09,0
"CZ0514668","Vápenice - Basa","Vápenice","Myotis bechsteinii","1323",NA,NA,NA,0,0,0,12,NA,2019-08-22,0
"CZ0514668","Vápenice - Basa","Vápenice - Basa transekt č. 4","Myotis bechsteinii","1323",NA,NA,NA,0,0,0,12,NA,2019-06-09,0
"CZ0514668","Vápenice - Basa","Velká Basa","Myotis bechsteinii","1323",NA,NA,NA,0,0,0,12,NA,2019-08-30,0
"CZ0523009","Zámek v Kostelci nad Orlicí","Kostelec nad Orlicí - sklep pod zámeckým skleníkem","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,81,92,NA,2020-02-21,0
"CZ0523669","Bílá Třemešná","Bílá Třemešná - přehradní hráz a štola","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,0,NA,2017-12-29,0
"CZ0523675","Jičíněves - zámek","Jičíněves","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,22,68,NA,2020-06-26,0
"CZ0523676","Josefov - pevnost","Josefov u Jaroměře","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,1135,1163,NA,2020-02-15,0
"CZ0523676","Josefov - pevnost","Josefov, pevnost - přístupná část (EVL)","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,1135,1163,NA,2018-02-04,0
"CZ0523677","Kost","Kost","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,693,674,NA,2020-06-13,0
"CZ0523677","Kost","Kost - hrad","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,693,674,NA,2020-01-15,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Myotis emarginatus","1321",NA,NA,NA,0,0,0,0,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Myotis emarginatus","1321",NA,NA,NA,0,0,0,0,NA,2018-01-06,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2018-01-06,0
"CZ0523680","Pevnost Dobrošov","Dobrošov","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,0,NA,2017-01-14,0
"CZ0523680","Pevnost Dobrošov","Pevnost Dobrošov","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,0,NA,2018-01-06,0
"CZ0523682","Staré Hrady - zámek","EVL Staré Hrady - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,9,15,NA,2017-01-12,0
"CZ0523682","Staré Hrady - zámek","Staré Hrady","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,9,15,NA,2020-06-07,0
"CZ0523683","Štola Portál","Štola Portál","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,0,NA,2018-01-05,0
"CZ0523683","Štola Portál","Štola Portál","Myotis myotis","1324",NA,NA,NA,0,0,0,0,NA,2018-01-05,0
"CZ0533685","Borová u Poličky","Borová u Poličky, kostel sv.Markéty","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,25,NA,2019-06-19,0
"CZ0533691","Pařížov","EVL Pařížov","Barbastella barbastellus","1308",NA,NA,NA,0,0,0,0,NA,2017-01-19,0
"CZ0533693","Podolská a Páterova jeskyně","Vápenný Podol - Páterova a Podolská jeskyně","Myotis emarginatus","1321",NA,NA,NA,0,0,8,0,NA,2020-02-09,0
"CZ0533693","Podolská a Páterova jeskyně","Vápenný Podol - Páterova a Podolská jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,292,0,NA,2020-02-09,0
"CZ0533694","Vranová Lhota","Vranová Lhota","Myotis myotis","1324",NA,NA,NA,0,0,600,0,NA,2020-06-28,0
"CZ0613002","Roštejnská obora","hrad Roštejn","Barbastella barbastellus","1308",NA,NA,NA,0,30,0,0,0,2021-07-13,0
"CZ0613695","Biskupice - kostel","EVL Biskupice - kostel","Myotis myotis","1324",NA,NA,NA,0,200,70,0,0,2021-07-13,0
"CZ0613696","Biskupice - škola","EVL Biskupice - škola","Myotis myotis","1324",NA,NA,NA,0,28,20,6,0,2021-07-13,0
"CZ0613698","Jeřišno - Heřmaň","Jeřišno, Heřmaň - věž kostela","Myotis myotis","1324",NA,NA,NA,0,360,632,592,0,2021-06-29,0
"CZ0613700","Žďár nad Sázavou - garáže","Zámek Žďár","Myotis emarginatus","1321",NA,NA,NA,0,323,238,235,NA,2021-07-01,0
"CZ0613700","Žďár nad Sázavou - garáže","Zámek Žďár - garáže","Myotis emarginatus","1321",NA,NA,NA,0,323,238,235,NA,2017-06-27,0
"CZ0623016","Lednice - zámek","Lednice - sklepy pod zámeckým skleníkem","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,232,156,NA,2020-01-15,0
"CZ0623016","Lednice - zámek","Lednice - sklepy pod zámkem a Licht. jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,232,156,NA,2020-01-15,0
"CZ0623329","Prudká","Prudká č.p.257, areál papírny","Myotis emarginatus","1321",NA,NA,NA,0,0,0,0,NA,2018-06-10,0
"CZ0623329","Prudká","Prudká č.p.257, areál papírny","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,0,80,NA,2019-07-07,0
"CZ0623697","Doubravník - kostel","Doubravník, kostel Povýšení sv.Kříže","Myotis myotis","1324",NA,NA,NA,0,0,0,670,NA,2019-06-22,0
"CZ0623707","Starý zámek Jevišovice","Jevišovice - starý zámek","Myotis myotis","1324",NA,NA,NA,0,0,750,105,NA,2020-07-01,0
"CZ0623710","Křtiny - kostel","Křtiny","Myotis myotis","1324",NA,NA,NA,0,0,290,280,NA,2020-07-07,0
"CZ0623710","Křtiny - kostel","Křtiny","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,10,10,NA,2020-07-07,0
"CZ0623717","Tavíkovice - zámek","Tavíkovice","Myotis emarginatus","1321",NA,NA,NA,0,0,230,380,NA,2020-07-01,0
"CZ0623718","Uherčice - zámek","Uherčice","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,180,97,NA,2020-07-01,0
"CZ0623718","Uherčice - zámek","Uherčice - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,180,97,NA,2020-01-21,0
"CZ0623719","Vranov nad Dyjí - základní škola","Vranov nad Dyjí - škola","Myotis emarginatus","1321",NA,NA,NA,0,0,280,450,NA,2020-06-17,0
"CZ0624065","Květnice","Květnice - Čtyřpatrová štola","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,476,582,NA,2020-02-15,0
"CZ0624065","Květnice","Květnice - propast","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,476,582,NA,2017-02-11,0
"CZ0624065","Květnice","Květnice - štola Královna","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,476,582,NA,2020-02-15,0
"CZ0624065","Květnice","Květnice – jeskyně Pod křížem","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,476,582,NA,2020-02-15,0
"CZ0624095","Údolí Dyje","Bítov","Myotis myotis","1324",NA,NA,NA,0,0,69,65,NA,2020-07-01,0
"CZ0624095","Údolí Dyje","Cornštejn - sklepy hradu","Myotis myotis","1324",NA,NA,NA,0,0,69,65,NA,2020-01-21,0
"CZ0624096","Podyjí","Čertův mlýn - náhon","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2017-01-30,0
"CZ0624096","Podyjí","Devět mlýnů - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Faltýskův mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Havraníky - ""Papírna"" - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Hnanice - Baštův mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2017-02-12,0
"CZ0624096","Podyjí","Ledové sluje","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2017-01-30,0
"CZ0624096","Podyjí","Novohrádecký mlýn - sklep","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2017-01-30,0
"CZ0624096","Podyjí","Novohrádecký mlýn - štola","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","štola u Znojemské ú. n.","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2017-01-30,0
"CZ0624096","Podyjí","štoly u Pivovarského potoka","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Vranov nad Dyjí - zámek","Barbastella barbastellus","1308",NA,NA,NA,0,0,36,29,NA,2020-01-20,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Myotis bechsteinii","1323",NA,NA,NA,0,0,0,1,NA,2019-02-01,0
"CZ0624096","Podyjí","Čertův mlýn - náhon","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-01-20,0
"CZ0624096","Podyjí","Devět mlýnů - sklepy","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-01-20,0
"CZ0624096","Podyjí","Hradiště u Znojma","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-07-03,0
"CZ0624096","Podyjí","Ledové sluje","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-01-25,0
"CZ0624096","Podyjí","Novohrádecký mlýn - štola","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2018-02-01,0
"CZ0624096","Podyjí","Nový Hrádek - sklepy","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-01-20,0
"CZ0624096","Podyjí","Podmolí","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-06-23,0
"CZ0624096","Podyjí","Podmolí – roubenka u lesní správy","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-06-23,0
"CZ0624096","Podyjí","štola u Znojemské ú. n.","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2018-02-01,0
"CZ0624096","Podyjí","štoly u Pivovarského potoka","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2018-02-01,0
"CZ0624096","Podyjí","Vranov nad Dyjí - zámek","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,274,130,NA,2020-07-01,0
"CZ0624098","Turold","Na Turoldu - jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,619,573,NA,2020-01-15,0
"CZ0624099","Niva Dyje","Lednice - umělá jeskyně","Rhinolophus hipposideros","1303",NA,NA,NA,0,0,3,1,NA,2020-01-15,0
"CZ0624130","Moravský kras","Balcarka","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-14,0
"CZ0624130","Moravský kras","Barová jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2017-02-08,0
"CZ0624130","Moravský kras","Býčí skála","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála - mimo monitoring","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála, mimo základní monitoring","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-28,0
"CZ0624130","Moravský kras","Císařská jeskyně","Myotis emarginatus","1321",1,1,10,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","Černá propast","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-08,0
"CZ0624130","Moravský kras","Erichova jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-09,0
"CZ0624130","Moravský kras","Erichova jeskyně ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-08,0
"CZ0624130","Moravský kras","chodba a Staré skály","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-08,0
"CZ0624130","Moravský kras","jeskyně Balcarka","Myotis emarginatus","1321",1,1,30,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Balcarka ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-09,0
"CZ0624130","Moravský kras","jeskyně Koňská jáma","Myotis emarginatus","1321",1,1,3,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Lidomorna","Myotis emarginatus","1321",1,1,1,440,450,645,418,NA,2022-02-04,1
"CZ0624130","Moravský kras","jeskyně Lidomorna ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Mastný flek","Myotis emarginatus","1321",1,1,3,440,450,645,418,NA,2022-02-23,1
"CZ0624130","Moravský kras","jeskyně Netopýrka ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-24,0
"CZ0624130","Moravský kras","jeskyně Nová Rasovna","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2018-01-31,0
"CZ0624130","Moravský kras","jeskyně Nová Rasovna ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Pustožlebská zazděná","Myotis emarginatus","1321",1,1,47,440,450,645,418,NA,2022-02-11,1
"CZ0624130","Moravský kras","jeskyně Sedmnáctka","Myotis emarginatus","1321",1,1,84,440,450,645,418,NA,2022-02-23,1
"CZ0624130","Moravský kras","jeskyně Sedmnáctka ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-03-25,0
"CZ0624130","Moravský kras","jeskyně Silvestrovka","Myotis emarginatus","1321",1,1,12,440,450,645,418,NA,2022-02-03,1
"CZ0624130","Moravský kras","jeskyně Suchožlebská zazděná","Myotis emarginatus","1321",1,1,5,440,450,645,418,NA,2022-02-11,1
"CZ0624130","Moravský kras","jeskyně U tří síní","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-11-15,0
"CZ0624130","Moravský kras","jeskyně Výpustek","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-22,0
"CZ0624130","Moravský kras","Jestřábka","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2019-02-23,0
"CZ0624130","Moravský kras","Kalova jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-20,0
"CZ0624130","Moravský kras","Kanibalka","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-22,0
"CZ0624130","Moravský kras","Kateřinská jeskyně","Myotis emarginatus","1321",1,1,49,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","Komínová jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2017-02-14,0
"CZ0624130","Moravský kras","Koudelkova propast","Myotis emarginatus","1321",1,1,5,440,450,645,418,NA,2022-02-23,1
"CZ0624130","Moravský kras","Králova jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-20,0
"CZ0624130","Moravský kras","Málčina jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-24,0
"CZ0624130","Moravský kras","Mariánská jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-22,0
"CZ0624130","Moravský kras","Netopýrka - jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-24,0
"CZ0624130","Moravský kras","Nová Drátenická jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-22,0
"CZ0624130","Moravský kras","Nová Rasovna - jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-01-31,0
"CZ0624130","Moravský kras","Ochozská jeskyně","Myotis emarginatus","1321",1,1,109,440,450,645,418,NA,2022-02-18,1
"CZ0624130","Moravský kras","Ochozská jeskyně ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-03-10,0
"CZ0624130","Moravský kras","Ochozská jeskyně - Stará Ochozská","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-24,0
"CZ0624130","Moravský kras","Punkevní jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2017-02-13,0
"CZ0624130","Moravský kras","Punkevní jeskyně - chodba","Myotis emarginatus","1321",1,1,4,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","Punkevní jeskyně - chodby","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-08,0
"CZ0624130","Moravský kras","Punkevní jeskyně - tunel","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-09,0
"CZ0624130","Moravský kras","Pustožlebská zazděná","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2017-02-14,0
"CZ0624130","Moravský kras","Rudické propadání","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-05,0
"CZ0624130","Moravský kras","Rudické propadání ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-02,0
