"SITECODE","NAZEV","LOKALITA","DRUH","FEATURE_CODE","PRESENCE","PRESENCE_WINTER","ABUNDANCE_SITE","POP_0_ALL","POP_1_ALL","POP_2_ALL","POP_3_ALL","CHANGE","LAST_FIND","OVERALL"
"CZ0624130","Moravský kras","Rudoleckého propast","Myotis emarginatus","1321",1,1,1,440,450,645,418,NA,2022-01-28,1
"CZ0624130","Moravský kras","Sadová, Adamov","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-27,0
"CZ0624130","Moravský kras","Sloupská jeskyně ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-04-14,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně","Myotis emarginatus","1321",1,1,74,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně ","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2021-02-08,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - Staré skály a Černá propast","Myotis emarginatus","1321",1,1,2,440,450,645,418,NA,2022-02-07,1
"CZ0624130","Moravský kras","Stará Drátenická jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2018-02-24,0
"CZ0624130","Moravský kras","Suchožlebská zazděná jeskyně","Myotis emarginatus","1321",NA,NA,NA,440,450,645,418,NA,2020-02-20,0
"CZ0624130","Moravský kras","Vavřinecké paleoponory","Myotis emarginatus","1321",1,1,1,440,450,645,418,NA,2022-02-17,1
"CZ0624130","Moravský kras","Bertalánka","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-02-20,0
"CZ0624130","Moravský kras","Býčí skála","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-02-23,0
"CZ0624130","Moravský kras","Erichova jeskyně","Barbastella barbastellus","1308",1,1,5,61,124,78,96,0,2022-02-07,1
"CZ0624130","Moravský kras","Erichova jeskyně ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-08,0
"CZ0624130","Moravský kras","Feryho tajná","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-27,0
"CZ0624130","Moravský kras","chodba a Staré skály","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-08,0
"CZ0624130","Moravský kras","Jáchymka, Babice nad Svitavou","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-01-12,0
"CZ0624130","Moravský kras","jeskyně Bertalánka","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-02-11,1
"CZ0624130","Moravský kras","jeskyně Bertalánka ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-23,0
"CZ0624130","Moravský kras","jeskyně Býčí skála","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-01-12,0
"CZ0624130","Moravský kras","jeskyně Hamerníkova ","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-03-07,1
"CZ0624130","Moravský kras","jeskyně Hladomorna","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2017-02-13,0
"CZ0624130","Moravský kras","jeskyně Jáchymka","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-27,0
"CZ0624130","Moravský kras","jeskyně Koňská jáma","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Koňská jáma ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-09,0
"CZ0624130","Moravský kras","jeskyně Kostelík ","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-03-11,1
"CZ0624130","Moravský kras","jeskyne Lidomorna","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-01-31,0
"CZ0624130","Moravský kras","jeskyně Lidomorna","Barbastella barbastellus","1308",1,1,21,61,124,78,96,0,2022-02-04,1
"CZ0624130","Moravský kras","jeskyně Lidomorna ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Michalka","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-01-14,1
"CZ0624130","Moravský kras","jeskyně Nová Rasovna","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-02-04,1
"CZ0624130","Moravský kras","jeskyně Nová Rasovna ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Stará drátenická","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2017-02-25,0
"CZ0624130","Moravský kras","jeskyně Stará drátenická - propadání","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2017-02-25,0
"CZ0624130","Moravský kras","jeskyně V Panském klínku","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-02-25,0
"CZ0624130","Moravský kras","Kalová díra","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2017-02-14,0
"CZ0624130","Moravský kras","Kalova jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-02-08,0
"CZ0624130","Moravský kras","Kalovy jeskyně ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-09,0
"CZ0624130","Moravský kras","Kateřinská jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-02-06,0
"CZ0624130","Moravský kras","Koňská jáma","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-02-14,0
"CZ0624130","Moravský kras","Koudelkova propast","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-02-09,0
"CZ0624130","Moravský kras","Málčina jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2018-02-27,0
"CZ0624130","Moravský kras","Nová Rasovna - jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-02-25,0
"CZ0624130","Moravský kras","Ochozská jeskyně - Stará Ochozská","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2018-02-27,0
"CZ0624130","Moravský kras","Pekárna - jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-02-22,0
"CZ0624130","Moravský kras","Podhradní ponor","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-01-18,1
"CZ0624130","Moravský kras","Rudické propadání","Barbastella barbastellus","1308",1,1,5,61,124,78,96,0,2022-02-15,1
"CZ0624130","Moravský kras","Rudické propadání ","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-02,0
"CZ0624130","Moravský kras","Sadová, Adamov","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-01-12,0
"CZ0624130","Moravský kras","Sloup - spojovací chodba","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2019-12-03,0
"CZ0624130","Moravský kras","Sloup, Staré skály","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-01-02,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2017-02-27,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - ponor, levá strana","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2020-02-14,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - Staré skály a Černá propast","Barbastella barbastellus","1308",1,1,19,61,124,78,96,0,2022-02-07,1
"CZ0624130","Moravský kras","Stará Drátenická jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-12-21,0
"CZ0624130","Moravský kras","Suchý žleb - transekt","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,NA,2018-05-25,0
"CZ0624130","Moravský kras","Štajgrova díra","Barbastella barbastellus","1308",1,1,1,61,124,78,96,0,2022-02-17,1
"CZ0624130","Moravský kras","Umrlčí jeskyně","Barbastella barbastellus","1308",1,1,3,61,124,78,96,0,2022-03-11,1
"CZ0624130","Moravský kras","Vandrácká jeskyně","Barbastella barbastellus","1308",NA,NA,NA,61,124,78,96,0,2021-02-19,0
"CZ0624130","Moravský kras","Bertalánka","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2020-02-20,0
"CZ0624130","Moravský kras","Býčí skála","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála - transekt","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2019-07-18,0
"CZ0624130","Moravský kras","Býčí skála, mimo základní monitoring","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-28,0
"CZ0624130","Moravský kras","Čihadlo - lesní cesta","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2019-08-15,0
"CZ0624130","Moravský kras","Erichova jeskyně ","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-08,0
"CZ0624130","Moravský kras","jeskyně Výpustek","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2020-02-22,0
"CZ0624130","Moravský kras","Jestřábka","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2019-02-23,0
"CZ0624130","Moravský kras","Kateřinská jeskyně","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2018-10-09,0
"CZ0624130","Moravský kras","Koudelkova propast","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2017-02-17,0
"CZ0624130","Moravský kras","Králova jeskyně","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2018-09-23,0
"CZ0624130","Moravský kras","Macocha - transekt","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2018-07-31,0
"CZ0624130","Moravský kras","Nová Drátenická jeskyně","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2019-02-23,0
"CZ0624130","Moravský kras","Ochozská jeskyně ","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-03-10,0
"CZ0624130","Moravský kras","Ochozská jeskyně - Stará Ochozská","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2020-02-24,0
"CZ0624130","Moravský kras","Punkevní jeskyně - chodba","Myotis bechsteinii","1323",1,1,1,2,11,7,5,NA,2022-02-07,1
"CZ0624130","Moravský kras","Sadová, Adamov","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-27,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně","Myotis bechsteinii","1323",1,1,1,2,11,7,5,NA,2022-02-07,1
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně ","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-08,0
"CZ0624130","Moravský kras","štola 2","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-27,0
"CZ0624130","Moravský kras","štola Nad Švýcárnou (4)","Myotis bechsteinii","1323",NA,NA,NA,2,11,7,5,NA,2021-02-27,0
"CZ0624130","Moravský kras","37445, Habrůvka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-01-12,0
"CZ0624130","Moravský kras","Babická jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-26,0
"CZ0624130","Moravský kras","Balcarka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-14,0
"CZ0624130","Moravský kras","Balcarka - muzeum","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-09,0
"CZ0624130","Moravský kras","Barová jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-08,0
"CZ0624130","Moravský kras","Bertalánka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-20,0
"CZ0624130","Moravský kras","Býčí skála","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála - mimo monitoring","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-23,0
"CZ0624130","Moravský kras","Býčí skála - transekt","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-09-05,0
"CZ0624130","Moravský kras","Býčí skála, mimo základní monitoring","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-28,0
"CZ0624130","Moravský kras","Císařská jeskyně","Myotis myotis","1324",1,1,10,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Černá propast","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-08,0
"CZ0624130","Moravský kras","Erichova jeskyně","Myotis myotis","1324",1,1,59,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Erichova jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-08,0
"CZ0624130","Moravský kras","Holštejn","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-23,0
"CZ0624130","Moravský kras","Holštejnská jeskyně","Myotis myotis","1324",1,1,5,1243,1346,3889,3166,0,2022-01-18,1
"CZ0624130","Moravský kras","chodba a Staré skály","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-08,0
"CZ0624130","Moravský kras","Jáchymka, Babice nad Svitavou","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-01-12,0
"CZ0624130","Moravský kras","jeskyně Balcarka","Myotis myotis","1324",1,1,20,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Balcarka ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-04-14,0
"CZ0624130","Moravský kras","jeskyně Balcarka - muzeum","Myotis myotis","1324",1,1,7,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Bertalánka","Myotis myotis","1324",1,1,9,1243,1346,3889,3166,0,2022-02-11,1
"CZ0624130","Moravský kras","jeskyně Bertalánka ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-23,0
"CZ0624130","Moravský kras","jeskyně Býčí skála","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2021-01-12,0
"CZ0624130","Moravský kras","jeskyně Dagmar","Myotis myotis","1324",1,1,8,1243,1346,3889,3166,0,2022-02-27,1
"CZ0624130","Moravský kras","jeskyně Hladomorna","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-13,0
"CZ0624130","Moravský kras","jeskyně Jáchymka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-27,0
"CZ0624130","Moravský kras","jeskyně Komínová","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-02-05,0
"CZ0624130","Moravský kras","jeskyně Koňská jáma","Myotis myotis","1324",1,1,3,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","jeskyně Koňská jáma ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-09,0
"CZ0624130","Moravský kras","jeskyně Kravská díra","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-03-02,0
"CZ0624130","Moravský kras","jeskyne Lidomorna","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-01-31,0
"CZ0624130","Moravský kras","jeskyně Lidomorna","Myotis myotis","1324",1,1,4,1243,1346,3889,3166,0,2022-02-04,1
"CZ0624130","Moravský kras","jeskyně Lidomorna ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Malý lesík","Myotis myotis","1324",1,1,8,1243,1346,3889,3166,0,2022-02-02,1
"CZ0624130","Moravský kras","jeskyně Mastný flek","Myotis myotis","1324",1,1,7,1243,1346,3889,3166,0,2022-02-23,1
"CZ0624130","Moravský kras","jeskyně Michalka","Myotis myotis","1324",1,1,2,1243,1346,3889,3166,0,2022-01-14,1
"CZ0624130","Moravský kras","jeskyně Nad Švýcárnou","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-11-07,0
"CZ0624130","Moravský kras","jeskyně Netopýrka ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-19,0
"CZ0624130","Moravský kras","jeskyně Nová Rasovna","Myotis myotis","1324",1,1,5,1243,1346,3889,3166,0,2022-02-04,1
"CZ0624130","Moravský kras","jeskyně Nová Rasovna ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-04,0
"CZ0624130","Moravský kras","jeskyně Osmnáctka ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-03-25,0
"CZ0624130","Moravský kras","jeskyně Pekárna","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-04-17,0
"CZ0624130","Moravský kras","jeskyně Pod lipami","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-12-27,0
"CZ0624130","Moravský kras","jeskyně Pustožlebská zazděná","Myotis myotis","1324",1,1,24,1243,1346,3889,3166,1,2022-02-11,2
"CZ0624130","Moravský kras","jeskyně Sedmnáctka","Myotis myotis","1324",1,1,26,1243,1346,3889,3166,0,2022-02-23,1
"CZ0624130","Moravský kras","jeskyně Sedmnáctka ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-03-25,0
"CZ0624130","Moravský kras","jeskyně Silvestrovka","Myotis myotis","1324",1,1,1,1243,1346,3889,3166,0,2022-02-03,1
"CZ0624130","Moravský kras","jeskyně Stará drátenická","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-25,0
"CZ0624130","Moravský kras","jeskyně Stará drátenická - propadání","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-25,0
"CZ0624130","Moravský kras","jeskyně Suchožlebská zazděná","Myotis myotis","1324",1,1,8,1243,1346,3889,3166,1,2022-02-11,2
"CZ0624130","Moravský kras","jeskyně U tří síní","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-11-15,0
"CZ0624130","Moravský kras","jeskyně V Panském klínku","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-11-15,0
"CZ0624130","Moravský kras","jeskyně Vavřinecké paleoponory","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-11-15,0
"CZ0624130","Moravský kras","jeskyně Výpustek","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-22,0
"CZ0624130","Moravský kras","Jestřábka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-22,0
"CZ0624130","Moravský kras","Josefovské údolí - štola č. 2","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-27,0
"CZ0624130","Moravský kras","Josefovské údolí - štola č. 4","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-26,0
"CZ0624130","Moravský kras","Kalová díra","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-14,0
"CZ0624130","Moravský kras","Kalova jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-20,0
"CZ0624130","Moravský kras","Kalovy jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-09,0
"CZ0624130","Moravský kras","Kanibalka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-22,0
"CZ0624130","Moravský kras","Karlovy jeskyně","Myotis myotis","1324",1,1,97,1243,1346,3889,3166,0,2022-02-11,1
"CZ0624130","Moravský kras","Kateřinská jeskyně","Myotis myotis","1324",1,1,50,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Komínová jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-20,0
"CZ0624130","Moravský kras","Komínová jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-09,0
"CZ0624130","Moravský kras","Koňská jáma","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-14,0
"CZ0624130","Moravský kras","Kostelík, Habrůvka","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-01-12,0
"CZ0624130","Moravský kras","Koudelkova propast","Myotis myotis","1324",1,1,17,1243,1346,3889,3166,0,2022-02-23,1
"CZ0624130","Moravský kras","Koudelkova propast I","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-04-21,0
"CZ0624130","Moravský kras","Králova jeskyně","Myotis myotis","1324",1,1,70,1243,1346,3889,3166,0,2022-02-11,1
"CZ0624130","Moravský kras","Králova jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-23,0
"CZ0624130","Moravský kras","Lidomorna","Myotis myotis","1324",1,1,1,1243,1346,3889,3166,0,2022-01-18,1
"CZ0624130","Moravský kras","Lipovecká ventarola","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-04-20,0
"CZ0624130","Moravský kras","Maiselův závrt","Myotis myotis","1324",1,1,1,1243,1346,3889,3166,0,2022-02-18,1
"CZ0624130","Moravský kras","Málčina jeskyně","Myotis myotis","1324",1,1,7,1243,1346,3889,3166,0,2022-02-18,1
"CZ0624130","Moravský kras","Málčina jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-19,0
"CZ0624130","Moravský kras","Mariánská jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-22,0
"CZ0624130","Moravský kras","Netopýrka - jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-24,0
"CZ0624130","Moravský kras","Nová Drátenická jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-22,0
"CZ0624130","Moravský kras","Nová Rasovna","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-13,0
"CZ0624130","Moravský kras","Nová Rasovna - jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-01-31,0
"CZ0624130","Moravský kras","Novoroční jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-01-13,0
"CZ0624130","Moravský kras","Ochozská jeskyně","Myotis myotis","1324",1,1,28,1243,1346,3889,3166,0,2022-02-18,1
"CZ0624130","Moravský kras","Ochozská jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-03-10,0
"CZ0624130","Moravský kras","Ochozská jeskyně - Stará Ochozská","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-24,0
"CZ0624130","Moravský kras","Podhradní ponor","Myotis myotis","1324",1,1,12,1243,1346,3889,3166,0,2022-01-18,1
"CZ0624130","Moravský kras","Propast U obrázku","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-04-03,0
"CZ0624130","Moravský kras","Punkevní jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2017-02-13,0
"CZ0624130","Moravský kras","Punkevní jeskyně - chodba","Myotis myotis","1324",1,1,2,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Punkevní jeskyně - chodby","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-08,0
"CZ0624130","Moravský kras","Punkevní jeskyně - tunel","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-09,0
"CZ0624130","Moravský kras","Punkevní údolí - transekt","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-22,0
"CZ0624130","Moravský kras","Pustožlebská zazděná","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-02-05,0
"CZ0624130","Moravský kras","Pustý žleb - odvodňovací štola","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-11-07,0
"CZ0624130","Moravský kras","Pustý žleb - transekt","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-09-08,0
"CZ0624130","Moravský kras","Rudické propadání","Myotis myotis","1324",1,1,13,1243,1346,3889,3166,0,2022-02-15,1
"CZ0624130","Moravský kras","Rudické propadání ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-02,0
"CZ0624130","Moravský kras","Rudoleckého propast","Myotis myotis","1324",1,1,20,1243,1346,3889,3166,0,2022-01-28,1
"CZ0624130","Moravský kras","Sadová, Adamov","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-27,0
"CZ0624130","Moravský kras","Sloup - Staré skály","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-12-03,0
"CZ0624130","Moravský kras","Sloup, Staré skály","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-01-02,0
"CZ0624130","Moravský kras","Sloupská jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-08-30,0
"CZ0624130","Moravský kras","Sloupská jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-04-14,0
"CZ0624130","Moravský kras","Sloupské jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-12-09,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně","Myotis myotis","1324",1,1,548,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně ","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-08,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - Černá propast","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-14,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - ponor, levá strana","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-14,0
"CZ0624130","Moravský kras","Sloupsko-šošůvské jeskyně - Staré skály a Černá propast","Myotis myotis","1324",1,1,166,1243,1346,3889,3166,0,2022-02-07,1
"CZ0624130","Moravský kras","Sloupsko šošůvské jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-01-02,0
"CZ0624130","Moravský kras","Sonda pod Jedničkou","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-02-21,0
"CZ0624130","Moravský kras","Stará Drátenická","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2019-02-28,0
"CZ0624130","Moravský kras","Stará Drátenická jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-12-21,0
"CZ0624130","Moravský kras","Staré skály","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-10-08,0
"CZ0624130","Moravský kras","Suchožlebská zazděná jeskyně","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2020-02-20,0
"CZ0624130","Moravský kras","Suchý žleb - transekt","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,NA,2018-10-06,0
"CZ0624130","Moravský kras","štola 1","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-27,0
"CZ0624130","Moravský kras","štola 2","Myotis myotis","1324",NA,NA,NA,1243,1346,3889,3166,0,2021-02-27,0
